case;event;time
444;W_Nabellen offertes;18.10.2011-07:55:17
444;W_Valideren aanvraag;24.10.2011-06:57:20
445;W_Afhandelen leads;08.10.2011-08:47:18
445;W_Afhandelen leads;08.10.2011-08:49:12
445;W_Afhandelen leads;08.10.2011-08:50:41
445;W_Afhandelen leads;08.10.2011-09:17:35
445;W_Completeren aanvraag;08.10.2011-09:54:25
446;W_Completeren aanvraag;08.10.2011-08:26:42
446;W_Completeren aanvraag;08.10.2011-10:13:18
446;W_Nabellen offertes;08.10.2011-10:15:50
446;W_Nabellen offertes;12.10.2011-14:29:08
446;W_Nabellen offertes;12.10.2011-14:30:48
446;W_Nabellen offertes;18.10.2011-07:32:27
446;W_Valideren aanvraag;24.10.2011-08:52:22
447;W_Completeren aanvraag;08.10.2011-08:30:59
447;W_Completeren aanvraag;08.10.2011-09:30:51
447;W_Nabellen offertes;08.10.2011-09:32:17
447;W_Nabellen offertes;15.10.2011-14:15:54
447;W_Nabellen offertes;17.10.2011-08:00:52
447;W_Nabellen offertes;20.10.2011-07:31:03
447;W_Valideren aanvraag;25.10.2011-10:51:49
448;W_Completeren aanvraag;08.10.2011-08:30:41
448;W_Completeren aanvraag;08.10.2011-11:57:26
448;W_Nabellen offertes;08.10.2011-12:03:54
448;W_Nabellen offertes;15.10.2011-13:48:28
448;W_Nabellen offertes;18.10.2011-13:49:39
448;W_Nabellen offertes;18.10.2011-14:06:21
448;W_Nabellen offertes;18.10.2011-14:21:08
448;W_Nabellen offertes;25.10.2011-13:33:05
448;W_Nabellen offertes;26.10.2011-09:30:59
448;W_Valideren aanvraag;31.10.2011-12:30:45
449;W_Afhandelen leads;08.10.2011-09:08:26
449;W_Completeren aanvraag;08.10.2011-09:34:45
449;W_Completeren aanvraag;08.10.2011-10:09:32
450;W_Afhandelen leads;08.10.2011-09:13:23
450;W_Afhandelen leads;08.10.2011-09:19:35
451;W_Afhandelen leads;08.10.2011-09:15:27
451;W_Completeren aanvraag;08.10.2011-09:48:26
451;W_Nabellen offertes;15.10.2011-13:16:08
451;W_Nabellen offertes;22.10.2011-14:06:54
451;W_Nabellen offertes;25.10.2011-09:47:48
451;W_Nabellen offertes;25.10.2011-12:54:22
451;W_Nabellen offertes;07.11.2011-10:01:46
451;W_Nabellen offertes;08.11.2011-08:15:10
452;W_Completeren aanvraag;08.10.2011-08:14:04
452;W_Completeren aanvraag;08.10.2011-08:18:22
452;W_Nabellen offertes;15.10.2011-11:54:18
453;W_Afhandelen leads;08.10.2011-08:22:08
453;W_Completeren aanvraag;08.10.2011-08:27:42
454;W_Completeren aanvraag;08.10.2011-09:05:35
454;W_Nabellen offertes;08.10.2011-09:06:39
454;W_Nabellen offertes;15.10.2011-14:09:48
454;W_Nabellen offertes;18.10.2011-14:26:05
454;W_Nabellen offertes;19.10.2011-17:51:41
454;W_Nabellen offertes;20.10.2011-17:38:36
454;W_Nabellen offertes;21.10.2011-18:44:21
454;W_Nabellen offertes;21.10.2011-18:46:09
454;W_Nabellen offertes;24.10.2011-15:57:48
454;W_Nabellen offertes;25.10.2011-14:52:36
454;W_Nabellen offertes;26.10.2011-17:03:38
454;W_Nabellen offertes;29.10.2011-09:18:45
454;W_Nabellen offertes;31.10.2011-19:06:55
454;W_Nabellen offertes;02.11.2011-17:47:33
454;W_Nabellen offertes;08.11.2011-08:15:13
455;W_Completeren aanvraag;08.10.2011-08:57:33
456;W_Completeren aanvraag;08.10.2011-09:54:20
456;W_Nabellen offertes;08.10.2011-09:54:33
456;W_Nabellen offertes;08.10.2011-09:55:14
456;W_Nabellen offertes;08.10.2011-09:55:29
456;W_Nabellen offertes;08.10.2011-09:55:46
456;W_Nabellen offertes;08.10.2011-10:00:04
456;W_Nabellen offertes;15.10.2011-14:25:23
456;W_Nabellen offertes;18.10.2011-08:30:49
456;W_Valideren aanvraag;21.10.2011-13:37:48
456;W_Valideren aanvraag;24.10.2011-08:59:48
456;W_Nabellen incomplete dossiers;24.10.2011-09:04:15
456;W_Nabellen incomplete dossiers;24.10.2011-14:56:06
456;W_Nabellen incomplete dossiers;24.10.2011-14:59:29
456;W_Valideren aanvraag;27.10.2011-12:05:26
456;W_Valideren aanvraag;27.10.2011-14:06:12
457;W_Completeren aanvraag;08.10.2011-10:00:31
457;W_Completeren aanvraag;08.10.2011-11:42:59
457;W_Nabellen offertes;15.10.2011-13:08:17
457;W_Nabellen offertes;15.10.2011-13:23:49
457;W_Nabellen offertes;21.10.2011-07:35:46
457;W_Valideren aanvraag;27.10.2011-11:24:59
458;W_Completeren aanvraag;08.10.2011-10:04:28
458;W_Completeren aanvraag;08.10.2011-10:28:14
458;W_Completeren aanvraag;08.10.2011-10:32:05
458;W_Nabellen offertes;08.10.2011-10:34:45
458;W_Nabellen offertes;08.10.2011-10:35:56
458;W_Nabellen offertes;14.10.2011-07:44:17
458;W_Valideren aanvraag;18.10.2011-08:59:37
458;W_Nabellen incomplete dossiers;18.10.2011-09:14:10
458;W_Nabellen incomplete dossiers;18.10.2011-14:40:49
458;W_Nabellen incomplete dossiers;19.10.2011-09:28:31
458;W_Valideren aanvraag;19.10.2011-09:30:05
458;W_Valideren aanvraag;19.10.2011-10:01:35
459;W_Completeren aanvraag;08.10.2011-11:50:29
459;W_Completeren aanvraag;08.10.2011-12:13:45
459;W_Nabellen offertes;15.10.2011-10:51:43
459;W_Nabellen offertes;15.10.2011-13:56:50
459;W_Nabellen offertes;15.10.2011-13:57:07
459;W_Nabellen offertes;20.10.2011-07:35:15
459;W_Valideren aanvraag;25.10.2011-13:09:22
459;W_Valideren aanvraag;26.10.2011-08:28:19
459;W_Valideren aanvraag;26.10.2011-08:56:05
460;W_Afhandelen leads;08.10.2011-11:44:34
460;W_Completeren aanvraag;08.10.2011-12:38:07
460;W_Completeren aanvraag;10.10.2011-07:59:38
460;W_Completeren aanvraag;17.10.2011-11:20:03
460;W_Completeren aanvraag;24.10.2011-07:21:13
460;W_Completeren aanvraag;24.10.2011-10:40:54
460;W_Completeren aanvraag;07.11.2011-10:57:31
460;W_Completeren aanvraag;08.11.2011-08:15:05
461;W_Afhandelen leads;08.10.2011-11:46:09
461;W_Completeren aanvraag;08.10.2011-12:43:53
462;W_Completeren aanvraag;08.10.2011-12:52:58
462;W_Completeren aanvraag;08.10.2011-12:56:09
462;W_Nabellen offertes;08.10.2011-12:57:03
462;W_Nabellen offertes;15.10.2011-10:10:09
462;W_Nabellen offertes;18.10.2011-07:38:13
462;W_Valideren aanvraag;24.10.2011-06:21:09
463;W_Afhandelen leads;08.10.2011-12:35:40
464;W_Completeren aanvraag;08.10.2011-12:57:35
464;W_Completeren aanvraag;10.10.2011-08:01:02
464;W_Completeren aanvraag;10.10.2011-15:15:04
464;W_Completeren aanvraag;11.10.2011-09:08:11
464;W_Completeren aanvraag;11.10.2011-10:47:26
464;W_Completeren aanvraag;11.10.2011-17:07:46
464;W_Completeren aanvraag;12.10.2011-08:34:35
464;W_Completeren aanvraag;12.10.2011-14:11:33
464;W_Completeren aanvraag;12.10.2011-17:49:42
464;W_Completeren aanvraag;15.10.2011-09:14:46
464;W_Completeren aanvraag;15.10.2011-09:20:50
464;W_Nabellen offertes;15.10.2011-09:23:41
464;W_Nabellen offertes;22.10.2011-14:03:40
464;W_Nabellen offertes;24.10.2011-18:33:34
464;W_Nabellen offertes;26.10.2011-13:42:44
464;W_Nabellen offertes;29.10.2011-11:03:07
464;W_Nabellen offertes;01.11.2011-14:12:45
464;W_Nabellen offertes;02.11.2011-19:44:09
464;W_Nabellen offertes;04.11.2011-17:10:51
464;W_Nabellen offertes;05.11.2011-15:09:26
464;W_Nabellen offertes;09.11.2011-10:18:49
464;W_Nabellen offertes;10.11.2011-17:38:20
464;W_Nabellen offertes;15.11.2011-08:15:19
465;W_Completeren aanvraag;08.10.2011-12:37:57
466;W_Completeren aanvraag;08.10.2011-12:54:25
466;W_Nabellen offertes;15.10.2011-14:56:37
466;W_Nabellen offertes;17.10.2011-08:56:53
466;W_Nabellen offertes;24.10.2011-07:55:56
466;W_Valideren aanvraag;27.10.2011-13:58:04
466;W_Nabellen incomplete dossiers;27.10.2011-13:59:22
466;W_Nabellen incomplete dossiers;27.10.2011-18:17:22
466;W_Valideren aanvraag;28.10.2011-06:10:10
467;W_Completeren aanvraag;08.10.2011-12:56:41
467;W_Nabellen offertes;08.10.2011-12:57:16
467;W_Nabellen offertes;08.10.2011-13:00:18
467;W_Nabellen offertes;15.10.2011-10:35:37
467;W_Nabellen offertes;15.10.2011-14:11:47
467;W_Nabellen offertes;15.10.2011-14:20:07
467;W_Nabellen offertes;15.10.2011-14:25:02
467;W_Nabellen offertes;15.10.2011-14:47:12
467;W_Nabellen offertes;17.10.2011-18:42:08
467;W_Nabellen offertes;17.10.2011-18:44:17
467;W_Nabellen offertes;24.10.2011-10:20:18
467;W_Valideren aanvraag;27.10.2011-11:35:15
467;W_Nabellen incomplete dossiers;27.10.2011-16:42:05
467;W_Valideren aanvraag;28.10.2011-06:38:08
468;W_Afhandelen leads;08.10.2011-14:18:23
468;W_Afhandelen leads;08.10.2011-14:18:57
468;W_Afhandelen leads;08.10.2011-14:19:21
469;W_Completeren aanvraag;08.10.2011-14:26:52
469;W_Completeren aanvraag;10.10.2011-07:22:12
469;W_Nabellen offertes;10.10.2011-07:23:12
469;W_Nabellen offertes;17.10.2011-15:40:02
469;W_Nabellen offertes;19.10.2011-08:42:31
469;W_Nabellen offertes;19.10.2011-11:34:17
469;W_Nabellen offertes;19.10.2011-11:34:42
469;W_Nabellen offertes;19.10.2011-15:26:36
469;W_Nabellen offertes;19.10.2011-16:43:01
469;W_Nabellen offertes;28.10.2011-18:50:15
469;W_Nabellen offertes;29.10.2011-09:25:42
470;W_Completeren aanvraag;08.10.2011-14:31:45
470;W_Completeren aanvraag;10.10.2011-18:16:02
470;W_Completeren aanvraag;10.10.2011-18:24:58
470;W_Completeren aanvraag;11.10.2011-09:38:03
471;W_Completeren aanvraag;08.10.2011-14:14:06
471;W_Nabellen offertes;08.10.2011-14:18:06
471;W_Nabellen offertes;08.10.2011-14:21:27
471;W_Nabellen offertes;15.10.2011-11:40:15
471;W_Nabellen offertes;15.10.2011-14:50:41
471;W_Nabellen offertes;17.10.2011-08:25:59
471;W_Valideren aanvraag;20.10.2011-13:46:39
471;W_Nabellen incomplete dossiers;20.10.2011-13:48:53
471;W_Nabellen incomplete dossiers;20.10.2011-14:54:41
471;W_Nabellen incomplete dossiers;20.10.2011-16:49:59
471;W_Nabellen incomplete dossiers;21.10.2011-08:12:05
471;W_Nabellen incomplete dossiers;21.10.2011-12:17:15
471;W_Nabellen incomplete dossiers;21.10.2011-17:14:12
471;W_Nabellen incomplete dossiers;22.10.2011-09:53:40
471;W_Nabellen incomplete dossiers;24.10.2011-08:43:14
471;W_Nabellen incomplete dossiers;24.10.2011-10:40:23
471;W_Nabellen incomplete dossiers;24.10.2011-11:10:38
472;W_Completeren aanvraag;10.10.2011-07:12:00
472;W_Nabellen offertes;10.10.2011-07:13:45
472;W_Nabellen offertes;17.10.2011-15:28:33
472;W_Nabellen offertes;20.10.2011-18:39:49
472;W_Nabellen offertes;22.10.2011-14:11:00
472;W_Nabellen offertes;24.10.2011-18:54:15
472;W_Nabellen offertes;31.10.2011-18:41:11
472;W_Nabellen offertes;09.11.2011-08:15:11
473;W_Afhandelen leads;10.10.2011-07:01:28
474;W_Completeren aanvraag;10.10.2011-07:12:00
474;W_Nabellen offertes;10.10.2011-07:14:27
474;W_Nabellen offertes;17.10.2011-08:23:57
474;W_Valideren aanvraag;20.10.2011-12:27:02
474;W_Valideren aanvraag;20.10.2011-12:40:40
474;W_Valideren aanvraag;21.10.2011-07:01:01
474;W_Valideren aanvraag;21.10.2011-07:11:40
475;W_Completeren aanvraag;10.10.2011-07:19:54
475;W_Completeren aanvraag;10.10.2011-15:31:50
475;W_Completeren aanvraag;10.10.2011-15:32:57
475;W_Completeren aanvraag;11.10.2011-10:34:20
475;W_Completeren aanvraag;11.10.2011-12:05:38
475;W_Nabellen offertes;18.10.2011-15:52:42
475;W_Nabellen offertes;20.10.2011-16:39:16
475;W_Nabellen offertes;09.11.2011-18:06:47
476;W_Completeren aanvraag;10.10.2011-07:34:46
476;W_Nabellen offertes;10.10.2011-07:52:22
476;W_Nabellen offertes;17.10.2011-09:03:09
476;W_Valideren aanvraag;17.10.2011-12:34:34
477;W_Afhandelen leads;10.10.2011-07:08:39
477;W_Afhandelen leads;10.10.2011-07:25:24
477;W_Afhandelen leads;10.10.2011-07:44:52
477;W_Afhandelen leads;10.10.2011-08:12:35
477;W_Afhandelen leads;10.10.2011-09:47:47
477;W_Afhandelen leads;10.10.2011-09:53:22
477;W_Completeren aanvraag;10.10.2011-11:28:28
477;W_Nabellen offertes;14.10.2011-08:50:17
477;W_Valideren aanvraag;18.10.2011-11:19:09
478;W_Afhandelen leads;10.10.2011-07:17:12
478;W_Afhandelen leads;10.10.2011-07:31:47
478;W_Completeren aanvraag;10.10.2011-10:24:21
478;W_Completeren aanvraag;10.10.2011-15:25:40
478;W_Completeren aanvraag;11.10.2011-07:47:25
478;W_Completeren aanvraag;11.10.2011-17:28:40
478;W_Completeren aanvraag;12.10.2011-18:07:36
478;W_Completeren aanvraag;13.10.2011-13:26:10
478;W_Completeren aanvraag;13.10.2011-17:30:37
478;W_Completeren aanvraag;14.10.2011-09:04:53
478;W_Completeren aanvraag;14.10.2011-09:25:41
478;W_Completeren aanvraag;14.10.2011-10:13:48
478;W_Completeren aanvraag;14.10.2011-16:24:32
478;W_Completeren aanvraag;15.10.2011-09:33:55
478;W_Completeren aanvraag;08.11.2011-08:15:07
479;W_Completeren aanvraag;10.10.2011-07:28:25
479;W_Completeren aanvraag;10.10.2011-15:31:53
479;W_Completeren aanvraag;11.10.2011-09:08:30
479;W_Completeren aanvraag;11.10.2011-10:35:35
479;W_Completeren aanvraag;11.10.2011-12:55:46
479;W_Completeren aanvraag;11.10.2011-17:47:01
479;W_Completeren aanvraag;12.10.2011-18:23:00
479;W_Completeren aanvraag;13.10.2011-17:14:23
479;W_Completeren aanvraag;15.10.2011-09:19:34
479;W_Completeren aanvraag;22.10.2011-08:22:19
480;W_Afhandelen leads;10.10.2011-07:46:40
481;W_Afhandelen leads;10.10.2011-07:42:10
481;W_Afhandelen leads;10.10.2011-07:50:43
481;W_Completeren aanvraag;10.10.2011-09:05:51
481;W_Nabellen offertes;10.10.2011-09:06:40
481;W_Nabellen offertes;17.10.2011-16:21:38
481;W_Nabellen offertes;18.10.2011-11:25:11
481;W_Nabellen offertes;18.10.2011-11:32:35
481;W_Nabellen offertes;25.10.2011-08:28:20
481;W_Nabellen offertes;02.11.2011-17:47:06
481;W_Nabellen offertes;08.11.2011-14:48:22
481;W_Nabellen offertes;09.11.2011-10:03:26
481;W_Nabellen offertes;16.11.2011-10:43:44
481;W_Valideren aanvraag;17.11.2011-14:45:08
481;W_Nabellen incomplete dossiers;17.11.2011-15:31:47
481;W_Nabellen incomplete dossiers;17.11.2011-16:28:16
481;W_Nabellen incomplete dossiers;17.11.2011-19:19:27
481;W_Nabellen incomplete dossiers;17.11.2011-19:19:55
481;W_Nabellen incomplete dossiers;22.11.2011-11:54:52
481;W_Nabellen incomplete dossiers;22.11.2011-12:45:26
482;W_Afhandelen leads;10.10.2011-07:32:58
483;W_Completeren aanvraag;10.10.2011-07:34:22
483;W_Completeren aanvraag;10.10.2011-15:33:31
483;W_Completeren aanvraag;10.10.2011-15:45:16
483;W_Completeren aanvraag;10.10.2011-16:01:45
483;W_Completeren aanvraag;10.10.2011-17:51:41
483;W_Completeren aanvraag;10.10.2011-18:11:55
483;W_Nabellen offertes;10.10.2011-18:14:52
483;W_Nabellen offertes;18.10.2011-07:41:47
483;W_Valideren aanvraag;21.10.2011-13:40:55
483;W_Valideren aanvraag;24.10.2011-10:04:59
483;W_Valideren aanvraag;24.10.2011-10:15:08
484;W_Afhandelen leads;10.10.2011-07:28:27
485;W_Afhandelen leads;10.10.2011-07:45:26
486;W_Completeren aanvraag;10.10.2011-07:43:06
487;W_Completeren aanvraag;10.10.2011-08:08:25
487;W_Completeren aanvraag;10.10.2011-08:37:37
487;W_Nabellen offertes;10.10.2011-08:43:28
487;W_Nabellen offertes;17.10.2011-16:13:33
487;W_Nabellen offertes;18.10.2011-10:49:42
487;W_Nabellen offertes;27.10.2011-13:04:42
487;W_Nabellen offertes;31.10.2011-15:19:35
487;W_Nabellen offertes;04.11.2011-17:18:38
487;W_Nabellen offertes;05.11.2011-15:25:37
487;W_Nabellen offertes;08.11.2011-19:38:16
487;W_Nabellen offertes;09.11.2011-19:13:08
487;W_Nabellen offertes;10.11.2011-08:15:26
488;W_Afhandelen leads;10.10.2011-07:29:14
488;W_Completeren aanvraag;10.10.2011-08:36:59
488;W_Completeren aanvraag;10.10.2011-08:41:00
488;W_Nabellen offertes;13.10.2011-09:49:58
489;W_Afhandelen leads;10.10.2011-07:41:07
489;W_Completeren aanvraag;10.10.2011-09:41:20
489;W_Completeren aanvraag;10.10.2011-09:56:03
489;W_Completeren aanvraag;10.10.2011-13:40:49
489;W_Completeren aanvraag;10.10.2011-15:44:54
489;W_Completeren aanvraag;11.10.2011-09:10:23
489;W_Completeren aanvraag;11.10.2011-17:31:15
489;W_Completeren aanvraag;12.10.2011-18:11:57
489;W_Completeren aanvraag;13.10.2011-17:03:39
489;W_Completeren aanvraag;15.10.2011-09:08:25
489;W_Completeren aanvraag;17.10.2011-11:36:35
489;W_Completeren aanvraag;17.10.2011-17:09:17
489;W_Completeren aanvraag;17.10.2011-18:25:32
489;W_Completeren aanvraag;17.10.2011-18:30:20
489;W_Completeren aanvraag;09.11.2011-08:15:03
490;W_Afhandelen leads;10.10.2011-07:16:47
491;W_Afhandelen leads;10.10.2011-07:19:33
491;W_Completeren aanvraag;10.10.2011-09:17:19
491;W_Completeren aanvraag;11.10.2011-15:45:39
491;W_Completeren aanvraag;11.10.2011-16:03:43
491;W_Completeren aanvraag;11.10.2011-16:05:23
491;W_Completeren aanvraag;11.10.2011-16:19:58
491;W_Completeren aanvraag;11.10.2011-16:40:10
491;W_Completeren aanvraag;12.10.2011-17:27:26
491;W_Completeren aanvraag;13.10.2011-07:27:09
492;W_Completeren aanvraag;10.10.2011-08:54:33
492;W_Completeren aanvraag;10.10.2011-15:42:33
492;W_Nabellen offertes;10.10.2011-15:43:45
492;W_Nabellen offertes;17.10.2011-09:21:18
492;W_Valideren aanvraag;19.10.2011-07:25:46
492;W_Nabellen incomplete dossiers;19.10.2011-07:30:27
492;W_Nabellen incomplete dossiers;19.10.2011-08:14:19
492;W_Nabellen incomplete dossiers;19.10.2011-11:14:50
492;W_Nabellen incomplete dossiers;19.10.2011-15:23:47
492;W_Nabellen incomplete dossiers;19.10.2011-18:22:34
492;W_Nabellen incomplete dossiers;19.10.2011-18:23:13
492;W_Nabellen incomplete dossiers;19.10.2011-18:28:54
492;W_Nabellen incomplete dossiers;20.10.2011-06:09:05
492;W_Valideren aanvraag;27.10.2011-08:07:48
492;W_Valideren aanvraag;27.10.2011-10:50:21
493;W_Afhandelen leads;10.10.2011-07:31:36
493;W_Completeren aanvraag;10.10.2011-08:19:36
493;W_Completeren aanvraag;10.10.2011-08:34:10
493;W_Nabellen offertes;17.10.2011-15:45:57
493;W_Nabellen offertes;19.10.2011-08:45:47
494;W_Completeren aanvraag;10.10.2011-09:08:55
494;W_Nabellen offertes;10.10.2011-09:11:02
494;W_Nabellen offertes;17.10.2011-16:26:02
495;W_Completeren aanvraag;10.10.2011-11:29:43
495;W_Nabellen offertes;10.10.2011-11:32:34
495;W_Nabellen offertes;17.10.2011-17:55:37
496;W_Afhandelen leads;10.10.2011-07:36:29
497;W_Afhandelen leads;10.10.2011-07:19:39
497;W_Completeren aanvraag;10.10.2011-09:42:55
497;W_Completeren aanvraag;10.10.2011-15:18:59
497;W_Completeren aanvraag;11.10.2011-10:38:04
497;W_Completeren aanvraag;11.10.2011-11:52:50
497;W_Completeren aanvraag;11.10.2011-11:56:12
497;W_Completeren aanvraag;11.10.2011-17:51:07
497;W_Nabellen offertes;11.10.2011-17:52:55
497;W_Nabellen offertes;18.10.2011-16:08:48
498;W_Afhandelen leads;10.10.2011-07:20:28
498;W_Completeren aanvraag;10.10.2011-09:52:39
498;W_Completeren aanvraag;14.10.2011-10:35:08
498;W_Completeren aanvraag;14.10.2011-14:05:02
498;W_Completeren aanvraag;14.10.2011-16:39:13
498;W_Completeren aanvraag;15.10.2011-09:38:40
498;W_Completeren aanvraag;17.10.2011-12:41:44
498;W_Completeren aanvraag;17.10.2011-18:18:27
498;W_Completeren aanvraag;18.10.2011-11:52:19
498;W_Completeren aanvraag;18.10.2011-16:44:27
498;W_Completeren aanvraag;18.10.2011-17:51:41
498;W_Completeren aanvraag;19.10.2011-07:25:17
498;W_Completeren aanvraag;19.10.2011-08:22:06
498;W_Completeren aanvraag;19.10.2011-10:07:46
498;W_Completeren aanvraag;19.10.2011-10:09:13
499;W_Afhandelen leads;10.10.2011-07:42:10
499;W_Afhandelen leads;10.10.2011-07:54:38
500;W_Afhandelen leads;10.10.2011-07:18:46
500;W_Completeren aanvraag;10.10.2011-08:03:44
501;W_Afhandelen leads;10.10.2011-07:26:52
501;W_Completeren aanvraag;10.10.2011-10:07:00
501;W_Completeren aanvraag;10.10.2011-14:14:54
501;W_Completeren aanvraag;10.10.2011-15:24:21
501;W_Completeren aanvraag;10.10.2011-16:03:46
501;W_Completeren aanvraag;10.10.2011-16:31:45
502;W_Completeren aanvraag;10.10.2011-09:28:57
503;W_Completeren aanvraag;10.10.2011-14:40:45
503;W_Completeren aanvraag;10.10.2011-15:46:07
503;W_Completeren aanvraag;11.10.2011-07:44:59
503;W_Completeren aanvraag;11.10.2011-10:34:42
503;W_Completeren aanvraag;11.10.2011-17:32:58
503;W_Completeren aanvraag;12.10.2011-18:55:28
503;W_Completeren aanvraag;13.10.2011-17:19:34
503;W_Completeren aanvraag;15.10.2011-09:21:31
503;W_Completeren aanvraag;19.10.2011-15:00:34
503;W_Nabellen offertes;27.10.2011-10:27:45
503;W_Nabellen offertes;29.10.2011-12:17:59
503;W_Nabellen offertes;01.11.2011-15:15:12
504;W_Completeren aanvraag;10.10.2011-09:34:03
504;W_Completeren aanvraag;10.10.2011-09:49:39
504;W_Completeren aanvraag;10.10.2011-15:09:32
504;W_Completeren aanvraag;11.10.2011-08:24:15
504;W_Completeren aanvraag;11.10.2011-10:35:03
504;W_Completeren aanvraag;11.10.2011-12:45:07
504;W_Completeren aanvraag;11.10.2011-17:54:27
504;W_Nabellen offertes;11.10.2011-17:55:32
504;W_Nabellen offertes;18.10.2011-14:24:44
504;W_Nabellen offertes;19.10.2011-17:52:07
505;W_Afhandelen leads;10.10.2011-07:38:07
506;W_Completeren aanvraag;10.10.2011-09:48:02
506;W_Completeren aanvraag;10.10.2011-14:35:08
506;W_Nabellen offertes;17.10.2011-18:34:58
506;W_Nabellen offertes;19.10.2011-16:43:14
506;W_Nabellen offertes;20.10.2011-07:03:40
506;W_Valideren aanvraag;20.10.2011-08:19:28
506;W_Nabellen incomplete dossiers;20.10.2011-08:21:12
506;W_Nabellen incomplete dossiers;21.10.2011-13:37:09
506;W_Nabellen incomplete dossiers;21.10.2011-13:38:11
506;W_Nabellen incomplete dossiers;21.10.2011-13:38:37
506;W_Nabellen incomplete dossiers;21.10.2011-14:43:04
506;W_Nabellen incomplete dossiers;21.10.2011-14:44:09
506;W_Nabellen incomplete dossiers;26.10.2011-09:31:06
506;W_Nabellen incomplete dossiers;27.10.2011-12:11:42
506;W_Nabellen incomplete dossiers;28.10.2011-09:03:55
506;W_Nabellen incomplete dossiers;28.10.2011-09:15:52
506;W_Nabellen incomplete dossiers;31.10.2011-09:48:32
506;W_Valideren aanvraag;31.10.2011-12:28:18
506;W_Valideren aanvraag;31.10.2011-15:23:43
506;W_Nabellen incomplete dossiers;31.10.2011-15:24:47
507;W_Afhandelen leads;10.10.2011-07:37:03
508;W_Completeren aanvraag;10.10.2011-09:43:03
508;W_Completeren aanvraag;10.10.2011-15:44:19
508;W_Nabellen offertes;10.10.2011-15:45:58
508;W_Nabellen offertes;10.10.2011-16:00:22
508;W_Nabellen offertes;17.10.2011-19:05:26
508;W_Nabellen offertes;18.10.2011-15:02:21
508;W_Nabellen offertes;25.10.2011-08:57:37
508;W_Valideren aanvraag;28.10.2011-13:08:00
508;W_Valideren aanvraag;28.10.2011-13:20:10
509;W_Afhandelen leads;10.10.2011-07:24:28
509;W_Completeren aanvraag;10.10.2011-10:05:10
509;W_Completeren aanvraag;10.10.2011-17:06:05
509;W_Completeren aanvraag;11.10.2011-09:36:35
509;W_Completeren aanvraag;11.10.2011-10:34:06
509;W_Completeren aanvraag;11.10.2011-18:06:23
509;W_Completeren aanvraag;11.10.2011-18:08:32
509;W_Completeren aanvraag;11.10.2011-18:15:43
509;W_Completeren aanvraag;12.10.2011-08:33:16
509;W_Completeren aanvraag;12.10.2011-17:13:14
509;W_Completeren aanvraag;13.10.2011-17:00:57
509;W_Completeren aanvraag;13.10.2011-17:01:33
509;W_Completeren aanvraag;14.10.2011-17:08:30
509;W_Completeren aanvraag;17.10.2011-12:33:44
509;W_Completeren aanvraag;17.10.2011-17:03:35
509;W_Completeren aanvraag;18.10.2011-11:52:37
509;W_Completeren aanvraag;18.10.2011-17:48:08
509;W_Completeren aanvraag;18.10.2011-17:50:18
509;W_Completeren aanvraag;09.11.2011-08:15:06
510;W_Afhandelen leads;10.10.2011-07:25:48
511;W_Completeren aanvraag;10.10.2011-12:25:12
511;W_Completeren aanvraag;10.10.2011-14:14:33
511;W_Completeren aanvraag;10.10.2011-14:18:10
511;W_Completeren aanvraag;10.10.2011-14:18:30
511;W_Completeren aanvraag;10.10.2011-14:24:42
512;W_Afhandelen leads;10.10.2011-07:31:31
512;W_Completeren aanvraag;10.10.2011-10:47:24
512;W_Nabellen offertes;17.10.2011-09:10:09
512;W_Valideren aanvraag;21.10.2011-13:20:17
512;W_Valideren aanvraag;21.10.2011-13:35:55
512;W_Valideren aanvraag;21.10.2011-13:44:33
512;W_Valideren aanvraag;21.10.2011-13:48:35
512;W_Nabellen incomplete dossiers;21.10.2011-15:44:06
512;W_Valideren aanvraag;22.10.2011-08:03:28
513;W_Afhandelen leads;10.10.2011-07:38:21
513;W_Completeren aanvraag;10.10.2011-10:08:35
513;W_Completeren aanvraag;10.10.2011-10:17:16
513;W_Completeren aanvraag;10.10.2011-15:27:37
513;W_Completeren aanvraag;10.10.2011-15:33:23
513;W_Completeren aanvraag;10.10.2011-17:21:07
513;W_Completeren aanvraag;10.10.2011-17:22:17
514;W_Afhandelen leads;10.10.2011-07:24:35
514;W_Afhandelen leads;10.10.2011-07:53:43
514;W_Afhandelen leads;10.10.2011-07:54:07
514;W_Completeren aanvraag;10.10.2011-13:56:18
515;W_Afhandelen leads;10.10.2011-07:27:55
515;W_Completeren aanvraag;10.10.2011-09:55:24
516;W_Completeren aanvraag;10.10.2011-12:54:54
516;W_Completeren aanvraag;10.10.2011-12:59:42
517;W_Completeren aanvraag;10.10.2011-10:00:38
517;W_Nabellen offertes;10.10.2011-10:02:57
517;W_Nabellen offertes;10.10.2011-10:05:04
517;W_Nabellen offertes;10.10.2011-10:05:21
517;W_Nabellen offertes;17.10.2011-16:33:11
518;W_Completeren aanvraag;10.10.2011-13:09:36
518;W_Completeren aanvraag;10.10.2011-14:53:12
518;W_Nabellen offertes;10.10.2011-14:54:27
518;W_Nabellen offertes;10.10.2011-14:57:45
518;W_Nabellen offertes;17.10.2011-18:41:21
518;W_Nabellen offertes;19.10.2011-08:51:09
518;W_Nabellen offertes;20.10.2011-18:09:12
