case;event;time
422;Queued-Awaiting Assignment;12.04.2012-18:28:29
422;Accepted-In Progress;12.04.2012-21:18:15
422;Accepted-In Progress;12.04.2012-21:18:41
422;Accepted-Wait - User;12.04.2012-21:22:47
422;Accepted-In Progress;17.04.2012-19:29:57
422;Completed-Resolved;17.04.2012-19:30:09
422;Completed-Closed;17.04.2012-23:15:04
422;Accepted-In Progress;24.04.2012-18:37:12
422;Accepted-Wait - User;24.04.2012-21:06:16
422;Queued-Awaiting Assignment;25.04.2012-13:22:23
422;Queued-Awaiting Assignment;25.04.2012-13:22:24
422;Accepted-In Progress;25.04.2012-13:44:40
422;Accepted-Wait - User;25.04.2012-13:44:50
422;Queued-Awaiting Assignment;30.04.2012-09:29:52
422;Accepted-In Progress;30.04.2012-20:45:23
422;Accepted-Assigned;01.05.2012-15:42:06
422;Accepted-In Progress;01.05.2012-18:37:09
422;Accepted-In Progress;01.05.2012-18:37:47
422;Accepted-Wait - User;01.05.2012-18:41:39
422;Completed-Resolved;02.05.2012-17:26:45
422;Completed-Closed;02.05.2012-23:18:49
423;Accepted-In Progress;09.04.2012-17:49:10
423;Accepted-In Progress;09.04.2012-17:50:23
423;Completed-Resolved;04.05.2012-18:49:20
423;Completed-Closed;11.05.2012-23:20:32
424;Accepted-In Progress;09.04.2012-18:23:49
424;Accepted-In Progress;09.04.2012-18:31:06
424;Queued-Awaiting Assignment;09.04.2012-18:32:45
424;Accepted-In Progress;09.04.2012-19:03:16
424;Accepted-Wait - User;10.04.2012-19:24:12
424;Accepted-In Progress;04.05.2012-12:29:05
424;Completed-Resolved;04.05.2012-12:29:32
424;Completed-Closed;04.05.2012-23:17:35
425;Accepted-In Progress;10.04.2012-02:45:25
425;Accepted-In Progress;10.04.2012-02:47:01
425;Queued-Awaiting Assignment;10.04.2012-02:50:54
425;Accepted-In Progress;10.04.2012-02:55:19
425;Queued-Awaiting Assignment;10.04.2012-03:03:06
425;Accepted-In Progress;10.04.2012-03:17:21
425;Accepted-Wait - User;10.04.2012-04:22:09
425;Completed-Resolved;15.05.2012-02:30:39
425;Completed-Closed;22.05.2012-23:21:02
426;Accepted-In Progress;10.04.2012-06:12:08
426;Accepted-In Progress;10.04.2012-06:12:59
426;Completed-In Call;10.04.2012-06:22:09
426;Accepted-In Progress;23.04.2012-07:04:01
426;Queued-Awaiting Assignment;23.04.2012-07:17:21
426;Accepted-In Progress;23.04.2012-07:31:41
426;Accepted-Assigned;23.04.2012-07:32:00
426;Accepted-In Progress;23.04.2012-07:50:27
426;Accepted-Wait;23.04.2012-07:50:35
426;Accepted-Wait - Implementation;23.04.2012-16:00:55
426;Accepted-In Progress;26.04.2012-09:12:22
426;Accepted-Assigned;26.04.2012-09:14:03
426;Accepted-In Progress;26.04.2012-09:14:57
426;Accepted-Wait;26.04.2012-09:15:01
426;Accepted-In Progress;26.04.2012-10:17:39
426;Accepted-Wait - User;26.04.2012-10:20:29
426;Accepted-In Progress;27.04.2012-07:17:59
426;Accepted-Wait - User;27.04.2012-08:08:52
426;Accepted-Wait;27.04.2012-08:10:27
426;Completed-Resolved;30.04.2012-12:07:23
426;Completed-Closed;30.04.2012-23:23:18
426;Queued-Awaiting Assignment;02.05.2012-05:38:44
426;Accepted-In Progress;02.05.2012-05:40:01
426;Accepted-Assigned;02.05.2012-05:55:24
426;Accepted-In Progress;02.05.2012-07:11:12
426;Accepted-Wait;02.05.2012-07:11:18
426;Accepted-Wait - User;02.05.2012-07:51:05
426;Queued-Awaiting Assignment;02.05.2012-14:58:39
426;Accepted-In Progress;03.05.2012-07:31:42
426;Accepted-Wait - User;03.05.2012-07:44:45
426;Completed-Resolved;04.05.2012-08:32:01
426;Completed-Closed;04.05.2012-23:17:34
427;Accepted-In Progress;10.04.2012-06:54:41
427;Accepted-In Progress;10.04.2012-06:55:11
427;Queued-Awaiting Assignment;10.04.2012-06:57:16
427;Accepted-In Progress;10.04.2012-09:20:48
427;Accepted-Wait - User;10.04.2012-14:46:44
427;Accepted-Wait - Vendor;16.04.2012-09:12:58
427;Completed-Resolved;11.05.2012-12:53:55
427;Completed-Closed;11.05.2012-23:20:32
428;Accepted-In Progress;10.04.2012-05:09:13
428;Accepted-In Progress;10.04.2012-05:09:54
428;Queued-Awaiting Assignment;10.04.2012-05:11:43
428;Accepted-In Progress;10.04.2012-06:39:17
428;Accepted-Assigned;10.04.2012-06:40:49
428;Accepted-In Progress;10.04.2012-07:16:32
428;Accepted-Wait;10.04.2012-07:17:31
428;Completed-Resolved;02.05.2012-08:42:16
428;Completed-Closed;09.05.2012-23:19:27
429;Accepted-In Progress;10.04.2012-07:21:41
429;Accepted-In Progress;10.04.2012-07:34:16
429;Queued-Awaiting Assignment;10.04.2012-07:36:16
429;Queued-Awaiting Assignment;10.04.2012-07:36:17
429;Accepted-In Progress;10.04.2012-07:38:37
429;Accepted-Assigned;10.04.2012-07:38:57
429;Accepted-In Progress;10.04.2012-07:45:18
429;Accepted-Wait - User;10.04.2012-08:03:51
429;Accepted-Assigned;04.05.2012-08:49:23
429;Accepted-In Progress;04.05.2012-08:53:54
429;Completed-Resolved;04.05.2012-08:55:12
429;Completed-Closed;11.05.2012-23:20:31
430;Queued-Awaiting Assignment;10.04.2012-07:50:23
430;Accepted-In Progress;10.04.2012-09:09:50
430;Queued-Awaiting Assignment;10.04.2012-09:17:27
430;Accepted-In Progress;10.04.2012-09:17:52
430;Accepted-Assigned;10.04.2012-09:21:20
430;Accepted-In Progress;10.04.2012-09:31:05
430;Queued-Awaiting Assignment;10.04.2012-13:08:28
430;Accepted-In Progress;12.04.2012-18:05:39
430;Queued-Awaiting Assignment;12.04.2012-18:05:58
430;Accepted-In Progress;13.04.2012-09:23:30
430;Accepted-Assigned;13.04.2012-09:23:48
430;Accepted-In Progress;13.04.2012-11:57:15
430;Accepted-In Progress;13.04.2012-11:58:04
430;Accepted-Wait - User;13.04.2012-11:59:05
430;Accepted-Wait;13.04.2012-12:42:51
430;Queued-Awaiting Assignment;13.04.2012-12:45:06
430;Accepted-In Progress;14.04.2012-01:32:34
430;Queued-Awaiting Assignment;14.04.2012-01:32:40
430;Accepted-In Progress;17.04.2012-09:15:57
430;Queued-Awaiting Assignment;17.04.2012-09:16:10
430;Accepted-In Progress;17.04.2012-13:54:32
430;Queued-Awaiting Assignment;17.04.2012-13:54:44
430;Accepted-In Progress;18.04.2012-06:29:21
430;Accepted-Wait;18.04.2012-06:29:28
430;Accepted-Wait - User;18.04.2012-12:36:39
430;Accepted-In Progress;19.04.2012-10:21:32
430;Queued-Awaiting Assignment;19.04.2012-10:21:56
430;Accepted-In Progress;19.04.2012-10:25:24
430;Accepted-Assigned;19.04.2012-10:26:29
430;Accepted-In Progress;19.04.2012-10:46:08
430;Accepted-Assigned;19.04.2012-10:56:03
430;Accepted-In Progress;19.04.2012-13:28:27
430;Accepted-Wait - Implementation;19.04.2012-14:37:48
430;Queued-Awaiting Assignment;19.04.2012-17:18:14
430;Accepted-In Progress;19.04.2012-18:44:30
430;Accepted-Assigned;19.04.2012-18:45:36
430;Accepted-In Progress;20.04.2012-02:05:24
430;Accepted-Wait - User;20.04.2012-02:07:39
430;Queued-Awaiting Assignment;20.04.2012-04:51:12
430;Accepted-In Progress;20.04.2012-05:15:14
430;Accepted-Assigned;20.04.2012-05:15:20
430;Accepted-In Progress;20.04.2012-06:01:35
430;Queued-Awaiting Assignment;20.04.2012-06:04:06
430;Accepted-In Progress;20.04.2012-06:16:33
430;Accepted-Wait;20.04.2012-07:31:14
430;Accepted-In Progress;20.04.2012-09:53:12
430;Queued-Awaiting Assignment;20.04.2012-10:05:41
430;Accepted-In Progress;20.04.2012-10:54:36
430;Accepted-Assigned;20.04.2012-14:59:30
430;Accepted-In Progress;23.04.2012-05:09:18
430;Queued-Awaiting Assignment;23.04.2012-05:27:20
430;Accepted-In Progress;24.04.2012-09:12:18
430;Accepted-Assigned;24.04.2012-09:12:23
430;Accepted-In Progress;24.04.2012-09:18:20
430;Accepted-Wait - User;24.04.2012-09:21:37
430;Queued-Awaiting Assignment;24.04.2012-09:47:04
430;Accepted-In Progress;24.04.2012-09:53:39
430;Accepted-Assigned;24.04.2012-10:59:58
430;Accepted-In Progress;24.04.2012-11:33:01
430;Accepted-Wait - User;24.04.2012-11:46:08
430;Completed-Resolved;03.05.2012-10:40:37
430;Completed-Closed;03.05.2012-23:20:01
431;Queued-Awaiting Assignment;10.04.2012-10:18:18
431;Accepted-In Progress;10.04.2012-10:41:12
431;Accepted-In Progress;10.04.2012-10:42:08
431;Queued-Awaiting Assignment;10.04.2012-10:43:13
431;Accepted-In Progress;10.04.2012-10:44:26
431;Queued-Awaiting Assignment;10.04.2012-10:44:41
431;Accepted-In Progress;10.04.2012-10:44:44
431;Accepted-Assigned;10.04.2012-10:44:54
431;Accepted-In Progress;10.04.2012-18:14:55
431;Queued-Awaiting Assignment;10.04.2012-18:16:10
431;Accepted-In Progress;11.04.2012-07:56:13
431;Accepted-Assigned;11.04.2012-07:57:18
431;Accepted-In Progress;11.04.2012-08:02:41
431;Accepted-Assigned;11.04.2012-08:03:52
431;Accepted-In Progress;11.04.2012-11:30:12
431;Accepted-Wait - Implementation;02.05.2012-13:41:37
431;Completed-Resolved;15.05.2012-11:10:46
431;Completed-Closed;22.05.2012-23:21:02
432;Accepted-In Progress;10.04.2012-07:30:28
432;Accepted-In Progress;10.04.2012-07:30:52
432;Queued-Awaiting Assignment;10.04.2012-07:32:28
432;Accepted-In Progress;10.04.2012-13:49:37
432;Queued-Awaiting Assignment;04.05.2012-11:27:13
432;Accepted-In Progress;04.05.2012-11:28:04
432;Completed-Resolved;04.05.2012-11:28:40
432;Completed-Closed;04.05.2012-23:17:34
433;Accepted-In Progress;10.04.2012-07:42:18
433;Accepted-In Progress;10.04.2012-07:42:29
433;Queued-Awaiting Assignment;10.04.2012-07:44:07
433;Accepted-In Progress;10.04.2012-08:11:16
433;Queued-Awaiting Assignment;10.04.2012-08:27:05
433;Accepted-In Progress;10.04.2012-11:53:35
433;Accepted-Wait - User;10.04.2012-12:05:32
433;Accepted-In Progress;10.04.2012-13:28:12
433;Accepted-Wait - User;10.04.2012-14:56:34
433;Completed-Resolved;10.04.2012-15:00:32
433;Completed-Closed;17.04.2012-23:14:01
433;Accepted-In Progress;07.05.2012-09:44:44
433;Queued-Awaiting Assignment;07.05.2012-09:45:16
433;Accepted-In Progress;07.05.2012-14:40:13
433;Queued-Awaiting Assignment;07.05.2012-14:41:49
433;Accepted-In Progress;08.05.2012-08:11:34
433;Accepted-Assigned;08.05.2012-08:11:59
433;Accepted-Assigned;08.05.2012-08:12:00
433;Accepted-In Progress;08.05.2012-08:43:39
433;Accepted-Wait - User;08.05.2012-08:49:10
433;Accepted-In Progress;08.05.2012-09:06:51
433;Completed-Resolved;08.05.2012-09:32:01
433;Completed-Closed;15.05.2012-23:22:08
434;Accepted-In Progress;10.04.2012-09:01:02
434;Accepted-In Progress;10.04.2012-09:01:27
434;Accepted-Assigned;10.04.2012-09:07:42
434;Accepted-In Progress;10.04.2012-09:12:07
434;Queued-Awaiting Assignment;10.04.2012-09:21:10
434;Accepted-In Progress;10.04.2012-13:38:38
434;Queued-Awaiting Assignment;09.05.2012-10:33:47
434;Accepted-In Progress;09.05.2012-11:15:45
434;Completed-Resolved;09.05.2012-11:16:27
434;Completed-Closed;09.05.2012-23:19:27
435;Accepted-In Progress;10.04.2012-09:14:31
435;Accepted-In Progress;10.04.2012-09:19:30
435;Queued-Awaiting Assignment;10.04.2012-09:26:48
435;Accepted-In Progress;10.04.2012-09:28:31
435;Queued-Awaiting Assignment;10.04.2012-09:29:29
435;Accepted-In Progress;10.04.2012-09:33:36
435;Queued-Awaiting Assignment;10.04.2012-09:43:09
435;Accepted-In Progress;10.04.2012-10:46:29
435;Queued-Awaiting Assignment;10.04.2012-10:46:34
435;Accepted-In Progress;12.04.2012-06:25:15
435;Accepted-Wait - Vendor;12.04.2012-06:31:45
435;Accepted-In Progress;12.04.2012-12:27:55
435;Accepted-Wait - User;12.04.2012-12:31:03
435;Accepted-Wait - Vendor;18.04.2012-15:04:23
435;Accepted-In Progress;07.05.2012-11:51:13
435;Completed-Resolved;07.05.2012-11:56:35
435;Completed-Closed;14.05.2012-23:23:36
436;Accepted-In Progress;10.04.2012-11:42:49
436;Accepted-In Progress;10.04.2012-11:43:40
436;Queued-Awaiting Assignment;10.04.2012-11:43:52
436;Accepted-In Progress;10.04.2012-11:46:36
436;Accepted-Wait - Customer;10.04.2012-12:03:05
436;Accepted-Wait - User;30.04.2012-08:10:48
436;Completed-Resolved;03.05.2012-07:40:14
436;Completed-Closed;10.05.2012-23:25:07
437;Accepted-In Progress;10.04.2012-12:12:08
437;Accepted-In Progress;10.04.2012-12:49:55
437;Queued-Awaiting Assignment;10.04.2012-12:50:37
437;Accepted-In Progress;10.04.2012-13:09:48
437;Accepted-Wait - Implementation;10.04.2012-13:34:13
437;Queued-Awaiting Assignment;11.04.2012-10:16:30
437;Accepted-In Progress;11.04.2012-14:02:40
437;Accepted-Assigned;11.04.2012-14:02:46
437;Accepted-Assigned;11.04.2012-14:02:47
437;Accepted-In Progress;11.04.2012-14:47:17
437;Accepted-Wait;11.04.2012-14:56:56
437;Accepted-In Progress;12.04.2012-07:15:17
437;Accepted-Wait - User;12.04.2012-07:33:02
437;Accepted-In Progress;17.04.2012-08:41:32
437;Accepted-Wait - User;17.04.2012-09:08:23
437;Accepted-In Progress;20.04.2012-07:44:45
437;Accepted-Wait - User;20.04.2012-08:00:37
437;Accepted-In Progress;20.04.2012-14:03:16
437;Queued-Awaiting Assignment;20.04.2012-14:19:43
437;Accepted-In Progress;20.04.2012-14:32:54
437;Accepted-Wait - User;20.04.2012-15:02:09
437;Accepted-In Progress;30.04.2012-12:52:22
437;Completed-Resolved;02.05.2012-13:09:17
437;Completed-Closed;09.05.2012-23:19:26
438;Queued-Awaiting Assignment;10.04.2012-12:25:24
438;Accepted-In Progress;10.04.2012-12:26:11
438;Queued-Awaiting Assignment;10.04.2012-12:27:00
438;Accepted-In Progress;10.04.2012-12:47:29
438;Accepted-Assigned;10.04.2012-12:53:34
438;Accepted-In Progress;10.04.2012-12:55:56
438;Accepted-Wait - Customer;10.04.2012-12:56:10
438;Completed-Resolved;04.05.2012-15:59:59
438;Completed-Closed;11.05.2012-23:20:30
439;Accepted-In Progress;10.04.2012-11:49:52
439;Accepted-In Progress;10.04.2012-11:50:52
439;Completed-In Call;10.04.2012-12:02:09
439;Accepted-In Progress;11.04.2012-07:20:06
439;Accepted-Wait - User;11.04.2012-07:40:15
439;Accepted-In Progress;12.04.2012-10:47:57
439;Accepted-Wait - User;12.04.2012-10:50:22
439;Accepted-In Progress;12.04.2012-12:56:16
439;Accepted-Wait - User;12.04.2012-13:02:08
439;Accepted-In Progress;13.04.2012-08:52:31
439;Completed-Resolved;13.04.2012-08:53:28
439;Completed-Closed;13.04.2012-08:53:32
439;Completed-Closed;19.04.2012-09:10:42
439;Accepted-In Progress;19.04.2012-09:10:43
439;Queued-Awaiting Assignment;19.04.2012-11:14:55
439;Accepted-In Progress;20.04.2012-04:51:48
439;Accepted-Wait;20.04.2012-04:51:55
439;Accepted-In Progress;23.04.2012-07:36:04
439;Accepted-Wait - User;23.04.2012-07:52:11
439;Accepted-Assigned;24.04.2012-05:13:58
439;Accepted-In Progress;24.04.2012-11:50:13
439;Accepted-Assigned;24.04.2012-11:51:07
439;Accepted-In Progress;25.04.2012-05:50:25
439;Accepted-Wait - User;26.04.2012-11:22:57
439;Queued-Awaiting Assignment;30.04.2012-13:05:35
439;Accepted-In Progress;02.05.2012-08:47:06
439;Queued-Awaiting Assignment;02.05.2012-08:47:14
439;Accepted-In Progress;03.05.2012-05:47:02
439;Accepted-Wait - User;03.05.2012-05:47:37
439;Queued-Awaiting Assignment;03.05.2012-06:18:56
439;Accepted-In Progress;03.05.2012-06:26:20
439;Accepted-Assigned;03.05.2012-07:08:10
439;Accepted-In Progress;03.05.2012-07:15:53
439;Accepted-Wait;03.05.2012-07:16:58
439;Accepted-Wait - User;03.05.2012-08:41:47
439;Completed-Resolved;04.05.2012-09:28:27
439;Completed-Closed;04.05.2012-23:17:32
440;Queued-Awaiting Assignment;10.04.2012-16:44:08
440;Accepted-In Progress;10.04.2012-18:41:51
440;Accepted-In Progress;10.04.2012-18:41:56
440;Queued-Awaiting Assignment;10.04.2012-18:42:35
440;Accepted-In Progress;11.04.2012-07:19:29
440;Completed-Resolved;14.05.2012-06:56:45
440;Completed-Closed;21.05.2012-23:24:45
441;Accepted-In Progress;10.04.2012-11:54:29
441;Accepted-In Progress;10.04.2012-11:55:10
441;Queued-Awaiting Assignment;10.04.2012-11:59:00
441;Accepted-In Progress;12.04.2012-18:34:25
441;Accepted-Assigned;12.04.2012-18:34:30
441;Accepted-In Progress;16.04.2012-09:16:42
441;Queued-Awaiting Assignment;30.04.2012-08:39:13
441;Accepted-In Progress;14.05.2012-14:30:59
441;Completed-Resolved;14.05.2012-14:31:39
441;Completed-Closed;14.05.2012-23:23:35
442;Accepted-In Progress;10.04.2012-12:22:07
442;Accepted-In Progress;10.04.2012-12:22:48
442;Accepted-Wait - Implementation;23.04.2012-13:04:55
442;Completed-Resolved;04.05.2012-14:36:21
442;Completed-Closed;11.05.2012-23:20:30
443;Accepted-In Progress;10.04.2012-12:46:10
443;Accepted-In Progress;10.04.2012-12:48:46
443;Accepted-Wait - Vendor;10.04.2012-12:50:41
443;Accepted-Wait - User;17.04.2012-11:01:33
443;Accepted-Assigned;19.04.2012-09:53:58
443;Accepted-In Progress;19.04.2012-14:17:23
443;Accepted-Wait - User;19.04.2012-14:20:51
443;Accepted-In Progress;27.04.2012-13:49:36
443;Accepted-Wait;27.04.2012-13:49:51
443;Completed-Resolved;15.05.2012-14:05:16
443;Completed-Closed;22.05.2012-23:21:01
444;Queued-Awaiting Assignment;10.04.2012-14:05:07
444;Accepted-In Progress;10.04.2012-14:11:55
444;Accepted-Assigned;10.04.2012-14:12:08
444;Accepted-In Progress;12.04.2012-06:05:17
444;Accepted-In Progress;12.04.2012-06:05:22
444;Accepted-Wait;12.04.2012-06:20:14
444;Completed-Resolved;12.04.2012-06:20:17
444;Completed-Closed;19.04.2012-23:18:16
444;Accepted-In Progress;24.04.2012-07:34:27
444;Queued-Awaiting Assignment;24.04.2012-07:42:46
444;Accepted-In Progress;24.04.2012-08:11:10
444;Queued-Awaiting Assignment;24.04.2012-08:11:52
444;Accepted-In Progress;24.04.2012-08:41:39
444;Queued-Awaiting Assignment;24.04.2012-08:46:47
444;Accepted-In Progress;24.04.2012-14:44:45
444;Accepted-Wait - User;25.04.2012-16:02:34
444;Completed-Resolved;14.05.2012-08:35:52
444;Completed-Closed;14.05.2012-23:23:30
445;Accepted-In Progress;10.04.2012-13:12:20
445;Accepted-In Progress;10.04.2012-13:12:52
445;Queued-Awaiting Assignment;10.04.2012-13:23:30
445;Accepted-In Progress;10.04.2012-13:25:16
445;Queued-Awaiting Assignment;10.04.2012-13:47:12
445;Accepted-In Progress;11.04.2012-14:24:20
445;Queued-Awaiting Assignment;11.04.2012-14:27:36
445;Accepted-In Progress;11.04.2012-14:35:23
445;Accepted-Assigned;11.04.2012-14:36:28
445;Accepted-In Progress;11.04.2012-14:59:25
445;Accepted-Assigned;11.04.2012-14:59:37
445;Accepted-In Progress;11.04.2012-15:01:48
445;Accepted-Wait - Implementation;11.04.2012-15:27:22
445;Accepted-In Progress;02.05.2012-13:42:12
445;Completed-Resolved;02.05.2012-13:42:59
445;Completed-Closed;02.05.2012-23:18:46
446;Accepted-In Progress;10.04.2012-13:23:35
446;Accepted-In Progress;10.04.2012-13:23:57
446;Queued-Awaiting Assignment;10.04.2012-13:25:12
446;Accepted-In Progress;10.04.2012-13:27:34
446;Queued-Awaiting Assignment;10.04.2012-13:29:54
446;Accepted-In Progress;10.04.2012-15:26:55
446;Queued-Awaiting Assignment;10.04.2012-15:35:17
446;Accepted-In Progress;10.04.2012-15:38:05
446;Queued-Awaiting Assignment;10.04.2012-15:47:39
446;Accepted-In Progress;24.04.2012-18:42:09
446;Queued-Awaiting Assignment;24.04.2012-18:52:07
446;Accepted-In Progress;26.04.2012-08:47:18
446;Accepted-Wait;26.04.2012-08:49:41
446;Accepted-In Progress;26.04.2012-09:45:04
446;Queued-Awaiting Assignment;26.04.2012-09:48:14
446;Accepted-In Progress;26.04.2012-14:41:01
446;Queued-Awaiting Assignment;26.04.2012-14:47:32
446;Accepted-In Progress;30.04.2012-07:34:06
446;Accepted-Wait - User;30.04.2012-07:36:58
446;Completed-Resolved;07.05.2012-09:37:00
446;Completed-Closed;07.05.2012-09:37:01
447;Accepted-In Progress;10.04.2012-13:44:43
447;Accepted-In Progress;10.04.2012-13:47:02
447;Queued-Awaiting Assignment;10.04.2012-13:48:12
447;Accepted-In Progress;10.04.2012-15:17:26
447;Accepted-Assigned;10.04.2012-15:17:58
447;Accepted-In Progress;11.04.2012-08:24:20
447;Accepted-Wait;11.04.2012-08:24:23
447;Queued-Awaiting Assignment;16.04.2012-12:16:29
447;Queued-Awaiting Assignment;16.04.2012-12:16:30
447;Accepted-In Progress;17.04.2012-11:04:55
447;Accepted-Wait - Implementation;17.04.2012-11:04:58
447;Accepted-Wait - Implementation;17.04.2012-11:05:01
447;Queued-Awaiting Assignment;20.04.2012-10:34:09
447;Accepted-In Progress;20.04.2012-12:02:24
447;Accepted-Wait;20.04.2012-12:03:23
447;Completed-Resolved;02.05.2012-06:52:13
447;Completed-Closed;09.05.2012-23:19:25
448;Accepted-In Progress;10.04.2012-14:17:47
448;Accepted-In Progress;10.04.2012-14:20:36
448;Accepted-Wait - Implementation;10.04.2012-20:40:09
448;Accepted-Wait - User;10.04.2012-20:41:16
448;Queued-Awaiting Assignment;11.04.2012-12:56:36
448;Accepted-In Progress;11.04.2012-12:59:08
448;Accepted-Wait - Implementation;11.04.2012-14:33:29
448;Completed-Resolved;13.04.2012-13:38:23
448;Completed-Closed;20.04.2012-23:18:08
448;Accepted-In Progress;08.05.2012-19:41:13
448;Queued-Awaiting Assignment;08.05.2012-19:42:28
448;Accepted-In Progress;08.05.2012-19:42:33
448;Accepted-In Progress;08.05.2012-19:42:41
448;Queued-Awaiting Assignment;08.05.2012-19:44:01
448;Accepted-In Progress;09.05.2012-05:55:07
448;Accepted-Wait - Implementation;09.05.2012-08:14:04
448;Accepted-Wait - User;09.05.2012-13:38:33
448;Queued-Awaiting Assignment;10.05.2012-08:55:05
448;Accepted-In Progress;11.05.2012-12:34:29
448;Accepted-In Progress;11.05.2012-12:35:52
448;Accepted-Wait - User;11.05.2012-12:43:21
448;Accepted-In Progress;11.05.2012-12:56:52
448;Completed-Resolved;11.05.2012-12:59:12
448;Completed-Closed;11.05.2012-23:20:30
449;Accepted-In Progress;10.04.2012-14:45:26
449;Accepted-In Progress;10.04.2012-14:45:56
449;Queued-Awaiting Assignment;10.04.2012-14:47:30
449;Accepted-In Progress;13.04.2012-10:55:39
449;Queued-Awaiting Assignment;13.04.2012-10:56:00
449;Accepted-In Progress;13.04.2012-11:50:41
449;Accepted-Wait - User;13.04.2012-11:57:08
449;Completed-Resolved;02.05.2012-11:15:52
449;Completed-Closed;02.05.2012-23:18:45
450;Accepted-In Progress;10.04.2012-15:02:28
450;Accepted-In Progress;10.04.2012-15:03:20
450;Accepted-Wait - User;10.04.2012-15:07:46
450;Queued-Awaiting Assignment;11.04.2012-14:14:30
450;Accepted-In Progress;11.04.2012-15:25:51
450;Accepted-Wait - User;11.04.2012-15:29:27
450;Accepted-In Progress;11.04.2012-20:03:18
450;Accepted-Wait - User;11.04.2012-21:29:40
450;Completed-Resolved;17.04.2012-14:12:52
450;Accepted-In Progress;17.04.2012-15:31:27
450;Accepted-Wait - Vendor;17.04.2012-22:17:59
450;Accepted-In Progress;25.04.2012-19:43:12
450;Accepted-Wait;25.04.2012-21:38:29
450;Accepted-In Progress;26.04.2012-13:10:27
450;Accepted-Wait - Vendor;26.04.2012-21:35:02
450;Completed-Resolved;04.05.2012-20:36:01
450;Completed-Closed;04.05.2012-23:17:31
451;Accepted-In Progress;10.04.2012-16:34:28
451;Accepted-In Progress;10.04.2012-16:35:02
451;Queued-Awaiting Assignment;10.04.2012-16:48:08
451;Queued-Awaiting Assignment;10.04.2012-16:48:09
451;Accepted-In Progress;11.04.2012-05:32:35
451;Completed-Resolved;11.04.2012-05:33:04
451;Accepted-Assigned;11.04.2012-13:03:50
451;Accepted-In Progress;11.04.2012-13:03:55
451;Accepted-In Progress;11.04.2012-13:17:18
451;Queued-Awaiting Assignment;11.04.2012-13:17:50
451;Accepted-In Progress;12.04.2012-11:29:40
451;Accepted-Wait - User;13.04.2012-10:38:09
451;Queued-Awaiting Assignment;17.04.2012-08:02:21
451;Accepted-In Progress;18.04.2012-09:41:30
451;Accepted-Wait - User;18.04.2012-09:47:30
451;Queued-Awaiting Assignment;20.04.2012-13:44:57
451;Accepted-In Progress;23.04.2012-10:26:45
451;Accepted-Wait - User;23.04.2012-10:37:35
451;Completed-Resolved;07.05.2012-12:31:57
451;Completed-Closed;14.05.2012-23:23:29
452;Accepted-In Progress;10.04.2012-18:41:47
452;Accepted-In Progress;10.04.2012-18:42:13
452;Queued-Awaiting Assignment;10.04.2012-19:05:45
452;Accepted-In Progress;11.04.2012-14:02:43
452;Accepted-Assigned;11.04.2012-14:03:09
452;Accepted-In Progress;11.04.2012-17:12:48
452;Accepted-Assigned;11.04.2012-17:13:01
452;Accepted-In Progress;11.04.2012-21:02:41
452;Accepted-Wait - User;11.04.2012-21:06:27
452;Accepted-In Progress;12.04.2012-14:05:22
452;Accepted-In Progress;12.04.2012-14:29:32
452;Queued-Awaiting Assignment;12.04.2012-14:31:21
452;Accepted-In Progress;12.04.2012-18:33:39
452;Accepted-Assigned;12.04.2012-18:34:10
452;Accepted-In Progress;16.04.2012-11:06:55
452;Completed-Resolved;23.04.2012-09:45:55
452;Completed-Closed;30.04.2012-23:23:12
452;Accepted-In Progress;01.05.2012-13:44:23
452;Accepted-In Progress;01.05.2012-13:56:00
452;Accepted-In Progress;01.05.2012-13:59:15
452;Accepted-In Progress;01.05.2012-13:59:34
452;Accepted-Wait - User;01.05.2012-13:59:38
452;Queued-Awaiting Assignment;01.05.2012-13:59:51
452;Accepted-In Progress;01.05.2012-13:59:54
452;Queued-Awaiting Assignment;01.05.2012-14:00:14
452;Accepted-In Progress;01.05.2012-14:04:42
452;Accepted-In Progress;01.05.2012-14:09:32
452;Accepted-Wait - User;01.05.2012-14:27:47
452;Queued-Awaiting Assignment;03.05.2012-14:40:16
452;Accepted-In Progress;04.05.2012-07:23:49
452;Queued-Awaiting Assignment;04.05.2012-10:43:48
452;Accepted-In Progress;04.05.2012-10:48:44
452;Queued-Awaiting Assignment;04.05.2012-10:50:42
452;Accepted-In Progress;04.05.2012-10:54:23
452;Accepted-In Progress;04.05.2012-11:05:33
452;Completed-Resolved;04.05.2012-11:07:06
452;Completed-Closed;11.05.2012-23:20:30
453;Accepted-In Progress;11.04.2012-03:32:18
453;Accepted-In Progress;11.04.2012-03:33:20
453;Queued-Awaiting Assignment;11.04.2012-03:34:36
453;Accepted-In Progress;11.04.2012-03:36:46
453;Accepted-In Progress;11.04.2012-03:39:20
453;Accepted-In Progress;11.04.2012-03:55:53
453;Queued-Awaiting Assignment;11.04.2012-03:57:09
453;Accepted-In Progress;11.04.2012-04:24:47
453;Accepted-Assigned;11.04.2012-04:33:27
453;Accepted-In Progress;11.04.2012-05:02:04
453;Accepted-In Progress;11.04.2012-05:29:54
453;Completed-Resolved;12.04.2012-05:58:10
453;Accepted-Assigned;13.04.2012-10:31:29
