case_id;activity;time;Resource
1208;Take in charge ticket;19.04.2011-08:39:22;Value 2
1208;Resolve ticket;19.04.2011-10:48:39;Value 2
1208;Closed;10.06.2011-10:50:45;Value 5
1209;Assign seriousness;27.06.2013-10:48:58;Value 1
1209;Wait;27.06.2013-10:49:24;Value 1
1209;Resolve ticket;23.07.2013-09:40:47;Value 1
1209;Closed;07.08.2013-09:41:00;Value 3
1210;Assign seriousness;24.05.2010-12:25:24;Value 6
1210;Assign seriousness;04.06.2010-13:04:07;Value 2
1210;Take in charge ticket;04.06.2010-13:04:18;Value 2
1210;Resolve ticket;04.06.2010-13:05:47;Value 2
1210;Closed;25.06.2010-12:30:29;Value 5
1211;Assign seriousness;19.05.2011-15:29:29;Value 8
1211;Take in charge ticket;19.05.2011-15:29:52;Value 8
1211;Resolve ticket;20.05.2011-07:56:24;Value 9
1211;Closed;21.06.2011-15:30:25;Value 5
1212;Assign seriousness;04.01.2011-14:22:59;Value 8
1212;Take in charge ticket;20.01.2011-08:29:18;Value 2
1212;Resolve ticket;21.01.2011-09:45:18;Value 2
1212;Closed;20.02.2011-09:45:50;Value 5
1213;Assign seriousness;15.03.2011-09:06:36;Value 8
1213;Take in charge ticket;15.03.2011-09:11:14;Value 8
1213;Take in charge ticket;15.03.2011-09:16:59;Value 9
1213;Resolve ticket;15.03.2011-09:29:40;Value 2
1213;Closed;17.04.2011-08:11:02;Value 5
1214;Assign seriousness;07.02.2012-10:27:05;Value 1
1214;Take in charge ticket;07.02.2012-11:04:13;Value 9
1214;Resolve ticket;08.02.2012-13:35:19;Value 9
1214;Closed;09.03.2012-10:32:07;Value 5
1215;Assign seriousness;01.06.2012-08:26:11;Value 1
1215;Take in charge ticket;04.06.2012-07:55:24;Value 2
1215;Resolve ticket;07.06.2012-15:07:55;Value 2
1215;Closed;04.07.2012-08:30:28;Value 5
1216;Assign seriousness;11.01.2012-11:00:46;Value 1
1216;Take in charge ticket;11.01.2012-11:00:55;Value 1
1216;Resolve ticket;30.01.2012-08:29:07;Value 1
1216;Closed;14.02.2012-08:29:19;Value 5
1217;Assign seriousness;28.07.2010-16:07:39;Value 9
1217;Take in charge ticket;25.08.2010-10:15:54;Value 19
1217;Wait;25.08.2010-10:19:50;Value 19
1217;Take in charge ticket;27.08.2010-12:53:35;Value 19
1217;Resolve ticket;27.08.2010-12:56:35;Value 19
1217;Closed;11.09.2010-12:56:45;Value 5
1218;Assign seriousness;25.01.2012-16:22:05;Value 1
1218;Take in charge ticket;25.01.2012-16:43:36;Value 13
1218;Resolve ticket;02.02.2012-11:01:41;Value 13
1218;Closed;11.03.2012-16:30:25;Value 5
1219;Assign seriousness;21.10.2010-12:42:29;Value 9
1219;Take in charge ticket;21.10.2010-13:57:26;Value 9
1219;Resolve ticket;21.10.2010-13:59:06;Value 9
1219;Closed;09.12.2010-13:50:32;Value 5
1220;Assign seriousness;10.05.2013-12:41:48;Value 14
1220;Take in charge ticket;28.05.2013-07:02:02;Value 1
1220;Wait;28.05.2013-07:43:53;Value 1
1220;Resolve ticket;06.06.2013-07:05:14;Value 1
1220;Closed;21.06.2013-07:05:34;Value 3
1221;Assign seriousness;27.09.2011-12:49:52;Value 1
1221;Take in charge ticket;30.09.2011-13:46:52;Value 9
1221;Resolve ticket;06.10.2011-07:34:32;Value 9
1221;Closed;05.11.2011-08:34:57;Value 5
1222;Assign seriousness;26.01.2010-11:36:21;Value 2
1222;Take in charge ticket;26.01.2010-11:36:30;Value 2
1222;Resolve ticket;26.01.2010-16:06:29;Value 2
1222;Take in charge ticket;27.01.2010-14:28:58;Value 2
1222;Resolve ticket;08.02.2010-11:54:13;Value 2
1222;Closed;11.03.2010-11:40:48;Value 5
1223;Assign seriousness;04.11.2010-08:56:44;Value 2
1223;Take in charge ticket;04.11.2010-13:53:48;Value 6
1223;Resolve ticket;05.11.2010-11:34:32;Value 6
1223;Closed;18.12.2010-09:00:55;Value 5
1224;Assign seriousness;03.08.2011-12:14:54;Value 9
1224;Resolve ticket;11.08.2011-07:32:57;Value 9
1224;Closed;01.10.2011-12:20:25;Value 5
1225;Assign seriousness;28.10.2011-08:12:21;Value 1
1225;Resolve ticket;28.10.2011-13:47:35;Value 1
1225;Resolve ticket;28.10.2011-13:47:35;Value 1
1225;Closed;30.11.2011-09:20:33;Value 5
1226;Assign seriousness;17.02.2011-08:20:28;Value 8
1226;Take in charge ticket;18.02.2011-10:44:10;Value 2
1226;Wait;02.03.2011-15:25:06;Value 2
1226;Take in charge ticket;02.03.2011-15:28:01;Value 2
1226;Wait;02.03.2011-15:38:40;Value 2
1226;Take in charge ticket;30.03.2011-10:25:28;Value 2
1226;Resolve ticket;30.03.2011-10:25:39;Value 2
1226;Closed;16.04.2011-13:20:14;Value 5
1227;Assign seriousness;08.03.2011-13:29:52;Value 8
1227;Take in charge ticket;08.03.2011-14:36:37;Value 6
1227;Resolve ticket;08.03.2011-14:37:31;Value 6
1227;Closed;06.05.2011-12:30:37;Value 5
1228;Assign seriousness;18.01.2012-13:49:23;Value 2
1228;Take in charge ticket;18.01.2012-13:49:32;Value 2
1228;Resolve ticket;25.01.2012-08:31:08;Value 2
1228;Closed;24.02.2012-13:50:30;Value 5
1229;Assign seriousness;23.07.2012-15:34:10;Value 13
1229;Take in charge ticket;23.07.2012-15:34:20;Value 13
1229;Resolve ticket;05.09.2012-14:49:30;Value 13
1229;Closed;20.09.2012-14:49:47;Value 3
1230;Assign seriousness;26.10.2010-08:10:17;Value 2
1230;Take in charge ticket;26.10.2010-14:31:56;Value 7
1230;Resolve ticket;26.10.2010-14:32:05;Value 7
1230;Closed;27.11.2010-09:20:23;Value 5
1231;Assign seriousness;19.10.2010-13:44:24;Value 2
1231;Take in charge ticket;20.10.2010-14:16:30;Value 7
1231;Resolve ticket;20.10.2010-14:16:43;Value 7
1231;Closed;03.12.2010-14:50:21;Value 5
1232;Assign seriousness;26.06.2012-07:05:06;Value 1
1232;Take in charge ticket;26.06.2012-08:04:31;Value 15
1232;Resolve ticket;26.06.2012-15:10:47;Value 1
1232;Closed;27.07.2012-07:10:38;Value 5
1233;Assign seriousness;21.07.2011-13:31:45;Value 9
1233;Take in charge ticket;25.07.2011-10:42:21;Value 9
1233;Wait;29.07.2011-08:11:46;Value 9
1233;Resolve ticket;29.07.2011-09:35:08;Value 9
1233;Closed;23.08.2011-15:00:21;Value 5
1234;Assign seriousness;22.11.2013-08:17:09;Value 1
1234;Take in charge ticket;27.11.2013-13:53:27;Value 2
1234;Wait;29.11.2013-13:55:35;Value 14
1234;Wait;04.12.2013-11:53:09;Value 14
1234;Resolve ticket;10.12.2013-08:08:28;Value 20
1234;Closed;25.12.2013-08:08:46;Value 3
1235;Assign seriousness;20.01.2012-11:58:38;Value 2
1235;Take in charge ticket;27.01.2012-09:24:34;Value 2
1235;Wait;10.02.2012-16:27:16;Value 2
1235;Resolve ticket;28.02.2012-15:51:07;Value 2
1235;Closed;14.03.2012-15:51:15;Value 5
1236;Assign seriousness;29.09.2010-08:13:24;Value 9
1236;Take in charge ticket;29.09.2010-08:24:50;Value 2
1236;Resolve ticket;29.09.2010-08:33:08;Value 2
1236;Closed;30.10.2010-08:20:40;Value 5
1237;Assign seriousness;02.04.2013-16:07:02;Value 2
1237;Take in charge ticket;04.04.2013-13:19:03;Value 2
1237;Wait;05.04.2013-14:15:41;Value 9
1237;Require upgrade;10.04.2013-07:51:04;Value 9
1237;Resolve ticket;18.04.2013-12:34:46;Value 9
1237;Closed;03.05.2013-12:35:00;Value 3
1238;Assign seriousness;15.04.2013-14:41:38;Value 4
1238;Take in charge ticket;15.04.2013-15:04:56;Value 4
1238;Wait;30.04.2013-10:24:11;Value 4
1238;Resolve ticket;02.05.2013-13:21:41;Value 4
1238;Closed;17.05.2013-13:22:01;Value 3
1239;Assign seriousness;12.01.2011-08:36:24;Value 2
1239;Take in charge ticket;12.01.2011-08:36:40;Value 2
1239;Resolve ticket;18.01.2011-14:10:14;Value 2
1239;Closed;18.02.2011-08:40:53;Value 5
1240;Assign seriousness;12.05.2011-08:15:54;Value 8
1240;Take in charge ticket;13.05.2011-13:24:34;Value 2
1240;Resolve ticket;17.05.2011-13:58:46;Value 15
1240;Closed;06.07.2011-08:39:44;Value 5
1241;Assign seriousness;03.08.2010-13:32:39;Value 9
1241;Take in charge ticket;03.09.2010-13:20:03;Value 2
1241;Resolve ticket;03.09.2010-13:20:38;Value 2
1241;Closed;18.09.2010-13:20:54;Value 5
1242;Assign seriousness;28.04.2011-13:14:17;Value 8
1242;Take in charge ticket;28.04.2011-13:15:05;Value 8
1242;Resolve ticket;10.05.2011-15:22:45;Value 2
1242;Closed;31.05.2011-13:20:33;Value 5
1243;Assign seriousness;03.01.2012-14:28:01;Value 1
1243;Take in charge ticket;09.01.2012-11:30:54;Value 6
1243;Resolve ticket;09.01.2012-11:34:14;Value 6
1243;Closed;16.02.2012-14:31:09;Value 5
1244;Assign seriousness;11.03.2010-14:28:06;Value 15
1244;Take in charge ticket;15.03.2010-10:14:59;Value 15
1244;Wait;15.03.2010-10:15:11;Value 15
1244;Take in charge ticket;23.03.2010-08:27:31;Value 15
1244;Resolve ticket;23.03.2010-08:27:39;Value 15
1244;Take in charge ticket;23.03.2010-14:37:15;Value 15
1244;Wait;23.03.2010-14:37:26;Value 15
1244;Take in charge ticket;24.03.2010-11:28:29;Value 2
1244;Create SW anomaly;24.03.2010-11:28:37;Value 2
1244;Resolve ticket;07.04.2010-08:18:56;Value 15
1244;Take in charge ticket;13.04.2010-08:14:05;Value 15
1244;Resolve ticket;13.04.2010-08:16:05;Value 15
1244;Closed;28.04.2010-08:16:18;Value 5
1245;Assign seriousness;24.04.2013-14:23:56;Value 14
1245;Take in charge ticket;08.05.2013-08:22:19;Value 9
1245;Wait;08.05.2013-12:46:37;Value 9
1245;Resolve ticket;17.05.2013-16:00:47;Value 9
1245;Closed;01.06.2013-16:01:04;Value 3
1246;Assign seriousness;28.07.2010-10:24:44;Value 9
1246;Take in charge ticket;29.07.2010-09:04:00;Value 9
1246;Wait;29.07.2010-09:04:40;Value 9
1246;Take in charge ticket;02.08.2010-12:24:32;Value 9
1246;Resolve ticket;02.08.2010-12:25:14;Value 9
1246;Closed;28.08.2010-10:30:17;Value 5
1247;Assign seriousness;28.12.2011-15:03:25;Value 1
1247;Take in charge ticket;02.01.2012-08:52:16;Value 4
1247;Wait;11.01.2012-13:50:22;Value 4
1247;Wait;17.01.2012-13:37:05;Value 2
1247;Resolve ticket;18.01.2012-16:54:54;Value 4
1247;Closed;02.02.2012-16:55:07;Value 5
1248;Insert ticket;07.01.2013-16:50:16;Value 13
1248;Wait;17.01.2013-16:17:07;Value 2
1248;Wait;28.01.2013-11:00:38;Value 13
1248;Wait;06.02.2013-16:41:57;Value 2
1248;Wait;07.02.2013-15:11:17;Value 2
1249;Take in charge ticket;03.05.2013-12:41:17;Value 1
1249;Wait;03.05.2013-12:43:38;Value 1
1249;Resolve ticket;03.06.2013-08:04:28;Value 1
1249;Take in charge ticket;03.06.2013-09:18:01;Value 1
1249;Wait;03.06.2013-09:18:28;Value 1
1249;Resolve ticket;07.06.2013-10:37:19;Value 1
1249;Closed;22.06.2013-10:37:36;Value 3
1250;Assign seriousness;18.07.2012-10:59:39;Value 1
1250;Take in charge ticket;19.07.2012-14:24:54;Value 2
1250;Wait;19.07.2012-15:57:30;Value 2
1250;Resolve ticket;25.07.2012-15:49:27;Value 2
1250;Closed;08.09.2012-10:51:31;Value 5
1251;Assign seriousness;01.04.2011-09:04:45;Value 8
1251;Take in charge ticket;01.04.2011-09:05:07;Value 8
1251;Resolve ticket;05.04.2011-13:06:00;Value 13
1251;Resolve ticket;05.04.2011-13:06:00;Value 13
1251;Closed;23.05.2011-09:10:16;Value 5
1252;Assign seriousness;28.04.2010-13:42:14;Value 2
1252;Take in charge ticket;21.05.2010-07:57:24;Value 2
1252;Resolve ticket;21.05.2010-08:04:28;Value 2
1252;Closed;05.06.2010-08:04:47;Value 5
1253;Assign seriousness;17.04.2013-14:01:25;Value 14
1253;Assign seriousness;17.04.2013-14:14:55;Value 2
1253;Wait;26.04.2013-10:59:44;Value 1
1253;Wait;03.05.2013-07:26:24;Value 1
1253;Resolve ticket;07.05.2013-15:35:43;Value 1
1253;Closed;22.05.2013-15:35:58;Value 3
1254;Assign seriousness;16.11.2011-10:05:56;Value 1
1254;Take in charge ticket;21.11.2011-09:08:04;Value 2
1254;Wait;21.11.2011-09:29:29;Value 2
1254;Resolve ticket;25.11.2011-11:38:45;Value 2
1254;Closed;23.12.2011-13:20:20;Value 5
1255;Assign seriousness;04.05.2012-09:52:28;Value 4
1255;Take in charge ticket;07.05.2012-07:26:46;Value 9
1255;Wait;07.05.2012-08:35:41;Value 9
1255;Resolve ticket;08.05.2012-15:06:50;Value 9
1255;Closed;07.06.2012-15:07:14;Value 5
1256;Assign seriousness;23.02.2010-13:17:01;Value 2
1256;Take in charge ticket;23.02.2010-13:17:09;Value 2
1256;Resolve ticket;23.02.2010-13:18:28;Value 2
1256;Closed;08.04.2010-12:21:57;Value 5
1257;Assign seriousness;17.09.2010-09:28:18;Value 14
1257;Take in charge ticket;17.09.2010-09:28:46;Value 14
1257;Resolve ticket;21.09.2010-07:54:28;Value 14
1257;Closed;31.10.2010-10:30:48;Value 5
1258;Assign seriousness;22.12.2011-14:22:19;Value 2
1258;Resolve ticket;22.12.2011-14:23:53;Value 2
1258;Resolve ticket;22.12.2011-14:23:54;Value 2
1258;Closed;04.02.2012-14:30:25;Value 5
1259;Assign seriousness;10.10.2011-13:42:00;Value 1
1259;Take in charge ticket;10.10.2011-13:42:44;Value 1
1259;Resolve ticket;13.10.2011-12:20:46;Value 1
1259;Closed;10.11.2011-14:50:21;Value 5
1260;Take in charge ticket;21.02.2013-11:03:08;Value 1
1260;Take in charge ticket;11.03.2013-08:00:45;Value 4
1260;Resolve ticket;11.03.2013-09:09:30;Value 4
1260;Closed;26.03.2013-09:09:50;Value 3
1261;Assign seriousness;09.07.2012-07:08:38;Value 1
1261;Take in charge ticket;09.07.2012-07:08:52;Value 1
1261;Resolve ticket;16.07.2012-07:41:30;Value 1
1261;Closed;16.08.2012-07:10:37;Value 5
1262;Assign seriousness;08.03.2011-08:11:58;Value 8
1262;Take in charge ticket;08.03.2011-08:12:52;Value 8
1262;Resolve ticket;08.03.2011-11:19:50;Value 8
1262;Closed;10.04.2011-07:20:58;Value 5
1263;Assign seriousness;04.05.2011-07:39:58;Value 9
1263;Take in charge ticket;04.05.2011-10:26:23;Value 9
1263;Wait;04.05.2011-15:00:40;Value 9
1263;Take in charge ticket;19.05.2011-07:32:11;Value 9
1263;Resolve ticket;19.05.2011-07:34:41;Value 9
1263;Closed;07.06.2011-09:10:20;Value 5
1264;Assign seriousness;10.02.2011-14:49:46;Value 8
1264;Assign seriousness;10.02.2011-16:44:51;Value 13
1264;Take in charge ticket;10.02.2011-16:49:11;Value 13
1264;Resolve ticket;11.02.2011-14:00:49;Value 13
1264;Closed;30.03.2011-13:51:38;Value 5
1265;Assign seriousness;29.07.2010-09:57:56;Value 6
1265;Take in charge ticket;29.07.2010-13:21:09;Value 6
1265;Resolve ticket;29.07.2010-13:21:29;Value 6
1265;Closed;04.09.2010-10:00:59;Value 5
1266;Assign seriousness;24.05.2012-09:35:45;Value 1
1266;Take in charge ticket;28.05.2012-14:31:48;Value 1
1266;Resolve ticket;28.05.2012-14:55:04;Value 1
1266;Closed;26.06.2012-09:40:22;Value 5
1267;Assign seriousness;23.11.2011-10:44:05;Value 9
1267;Resolve ticket;23.11.2011-10:45:05;Value 9
1267;Closed;30.12.2011-10:50:38;Value 5
1268;Assign seriousness;01.07.2013-16:02:34;Value 1
1268;Take in charge ticket;01.07.2013-16:03:05;Value 1
1268;Take in charge ticket;12.07.2013-15:43:42;Value 10
1268;Wait;16.07.2013-07:18:11;Value 10
1268;Resolve ticket;29.07.2013-15:49:10;Value 10
1268;Closed;13.08.2013-15:49:24;Value 3
1269;Assign seriousness;06.04.2011-08:15:21;Value 8
1269;Take in charge ticket;06.04.2011-08:17:40;Value 8
1269;Wait;06.04.2011-08:19:11;Value 8
1269;Take in charge ticket;06.04.2011-10:06:05;Value 8
1269;Resolve ticket;06.04.2011-10:06:22;Value 8
1269;Closed;21.05.2011-10:06:50;Value 5
1270;Assign seriousness;19.06.2012-08:22:48;Value 1
1270;Resolve ticket;19.06.2012-09:46:13;Value 1
1270;Closed;20.07.2012-08:30:20;Value 5
1271;Assign seriousness;14.12.2012-09:17:26;Value 1
1271;Take in charge ticket;17.12.2012-10:07:25;Value 2
1271;Resolve ticket;11.01.2013-11:20:22;Value 2
1271;Closed;26.01.2013-11:20:40;Value 3
1272;Assign seriousness;04.11.2010-13:48:08;Value 2
1272;Take in charge ticket;11.11.2010-13:27:28;Value 14
1272;Resolve ticket;11.11.2010-14:59:53;Value 14
1272;Closed;18.12.2010-13:50:41;Value 5
1273;Assign seriousness;07.06.2012-08:21:58;Value 4
1273;Take in charge ticket;07.06.2012-08:22:24;Value 4
1273;Resolve ticket;07.06.2012-09:22:49;Value 4
1273;Closed;10.07.2012-08:30:17;Value 5
1274;Assign seriousness;30.01.2013-16:41:10;Value 1
1274;Take in charge ticket;07.02.2013-14:43:04;Value 2
1274;Resolve ticket;15.02.2013-09:30:27;Value 9
1274;Closed;02.03.2013-09:30:44;Value 3
1275;Assign seriousness;11.01.2011-10:24:57;Value 8
1275;Assign seriousness;11.01.2011-10:33:43;Value 2
1275;Take in charge ticket;11.01.2011-10:33:48;Value 2
1275;Resolve ticket;17.01.2011-15:40:13;Value 2
1275;Closed;17.02.2011-10:30:36;Value 5
1276;Assign seriousness;29.03.2010-13:48:03;Value 2
1276;Take in charge ticket;31.03.2010-11:02:09;Value 15
1276;Resolve ticket;07.04.2010-08:13:24;Value 15
1276;Closed;29.04.2010-13:50:26;Value 5
1277;Assign seriousness;12.10.2010-15:23:25;Value 2
1277;Take in charge ticket;13.10.2010-08:55:00;Value 16
1277;Resolve ticket;13.10.2010-08:55:08;Value 16
1277;Closed;25.11.2010-16:30:59;Value 5
1277;Closed;25.11.2010-16:30:59;Value 5
1278;Assign seriousness;17.09.2010-13:16:42;Value 9
1278;Assign seriousness;17.09.2010-15:49:25;Value 2
1278;Take in charge ticket;21.09.2010-07:12:53;Value 2
1278;Resolve ticket;21.09.2010-07:13:28;Value 2
1278;Closed;31.10.2010-14:20:37;Value 5
1279;Assign seriousness;03.09.2010-07:48:05;Value 7
1279;Take in charge ticket;09.09.2010-11:59:32;Value 16
1279;Resolve ticket;09.09.2010-12:08:56;Value 16
1279;Closed;06.10.2010-07:50:29;Value 5
1280;Assign seriousness;28.06.2012-07:03:06;Value 1
1280;Take in charge ticket;28.06.2012-07:03:28;Value 1
1280;Resolve ticket;28.06.2012-08:01:26;Value 4
1280;Resolve ticket;28.06.2012-08:01:27;Value 4
1280;Closed;24.08.2012-15:42:21;Value 2
1281;Insert ticket;01.07.2010-12:14:34;Value 5
1281;Assign seriousness;01.07.2010-12:32:08;Value 2
1281;Assign seriousness;02.07.2010-08:53:50;Value 2
1281;Take in charge ticket;02.07.2010-12:24:18;Value 6
1281;Wait;02.07.2010-12:24:33;Value 6
1281;Take in charge ticket;29.07.2010-08:22:16;Value 6
1281;Resolve ticket;29.07.2010-08:22:33;Value 6
1281;Closed;13.08.2010-08:22:48;Value 5
1282;Assign seriousness;17.05.2010-14:50:31;Value 2
1282;Take in charge ticket;25.05.2010-09:00:26;Value 2
1282;Resolve ticket;25.05.2010-09:00:37;Value 2
1282;Closed;30.06.2010-15:00:16;Value 5
1283;Insert ticket;27.05.2010-14:14:04;Value 15
1283;Assign seriousness;27.05.2010-15:48:06;Value 11
1283;Take in charge ticket;27.05.2010-15:48:15;Value 11
1283;Resolve ticket;28.05.2010-09:28:19;Value 11
1283;Closed;04.07.2010-14:20:37;Value 5
1284;Assign seriousness;31.01.2011-10:42:03;Value 8
1284;Take in charge ticket;31.01.2011-10:54:35;Value 8
1284;Resolve ticket;31.01.2011-10:54:51;Value 8
1284;Closed;09.03.2011-10:50:53;Value 5
1285;Assign seriousness;14.03.2011-10:46:56;Value 8
1285;Take in charge ticket;14.03.2011-10:47:27;Value 8
1285;Resolve ticket;14.03.2011-15:08:30;Value 9
1285;Closed;14.04.2011-09:50:23;Value 5
1286;Assign seriousness;11.05.2012-15:26:17;Value 1
1286;Take in charge ticket;14.05.2012-13:04:33;Value 4
1286;Resolve ticket;14.05.2012-15:58:40;Value 4
1286;Closed;13.06.2012-15:30:29;Value 5
1287;Take in charge ticket;27.04.2011-10:30:33;Value 2
1287;Resolve ticket;28.04.2011-10:35:57;Value 7
1287;Take in charge ticket;28.04.2011-10:37:57;Value 7
1287;Wait;28.04.2011-10:38:05;Value 7
1287;Take in charge ticket;03.05.2011-09:17:47;Value 8
1287;Resolve ticket;03.05.2011-09:18:46;Value 8
1287;Closed;04.06.2011-10:21:05;Value 5
1288;Assign seriousness;26.11.2010-14:22:27;Value 14
1288;Take in charge ticket;26.11.2010-14:22:41;Value 14
1288;Resolve ticket;26.11.2010-14:22:49;Value 14
1288;Closed;12.01.2011-14:30:32;Value 5
1289;Assign seriousness;09.08.2012-13:19:16;Value 13
1289;Take in charge ticket;09.08.2012-13:19:28;Value 13
1289;Resolve ticket;09.08.2012-13:22:59;Value 13
1289;Closed;12.09.2012-13:21:25;Value 5
1290;Assign seriousness;02.03.2011-16:02:54;Value 8
1290;Take in charge ticket;02.03.2011-16:03:12;Value 8
1290;Resolve ticket;02.03.2011-16:06:58;Value 8
1290;Closed;15.04.2011-15:13:48;Value 5
1291;Assign seriousness;08.02.2013-16:44:03;Value 1
1291;Take in charge ticket;21.02.2013-17:57:20;Value 2
1291;Resolve ticket;25.02.2013-15:43:21;Value 16
1291;Closed;12.03.2013-15:43:37;Value 3
1292;Assign seriousness;13.02.2012-15:11:25;Value 4
1292;Take in charge ticket;14.02.2012-11:51:06;Value 4
1292;Resolve ticket;14.02.2012-13:24:02;Value 4
1292;Closed;15.03.2012-15:20:21;Value 5
1293;Assign seriousness;15.09.2011-12:26:09;Value 1
1293;Take in charge ticket;20.09.2011-09:37:07;Value 13
1293;Resolve ticket;20.09.2011-15:19:21;Value 13
1293;Closed;18.10.2011-12:31:11;Value 5
1294;Assign seriousness;12.04.2012-14:57:38;Value 1
1294;Take in charge ticket;12.04.2012-14:57:47;Value 1
1294;Resolve ticket;13.04.2012-07:59:58;Value 13
1294;Closed;20.05.2012-15:00:46;Value 5
1295;Assign seriousness;22.11.2011-08:08:57;Value 1
1295;Take in charge ticket;22.11.2011-16:05:16;Value 2
1295;Resolve ticket;25.11.2011-13:58:41;Value 13
1295;Closed;29.12.2011-08:10:35;Value 5
1296;Assign seriousness;22.12.2010-08:22:44;Value 8
1296;Take in charge ticket;27.12.2010-17:01:15;Value 2
1296;Take in charge ticket;03.02.2011-13:20:53;Value 7
1296;Resolve ticket;03.02.2011-13:45:35;Value 13
1296;Closed;18.02.2011-13:45:53;Value 5
1297;Assign seriousness;22.12.2010-09:22:41;Value 8
1297;Take in charge ticket;23.12.2010-16:13:50;Value 15
1297;Resolve ticket;23.12.2010-16:13:58;Value 15
1297;Closed;04.02.2011-09:31:25;Value 5
1297;Closed;04.02.2011-09:31:25;Value 5
1298;Assign seriousness;14.11.2013-13:18:39;Value 1
1298;Take in charge ticket;02.12.2013-08:02:05;Value 2
1298;Wait;02.12.2013-08:56:09;Value 2
1298;Resolve ticket;12.12.2013-11:56:09;Value 2
1298;Closed;27.12.2013-11:56:19;Value 3
1299;Assign seriousness;17.01.2011-10:36:18;Value 2
1299;Take in charge ticket;27.01.2011-11:15:35;Value 2
1299;Resolve ticket;27.01.2011-11:23:25;Value 2
1299;Closed;17.02.2011-10:40:18;Value 5
1300;Assign seriousness;23.01.2013-14:59:31;Value 1
1300;Take in charge ticket;06.02.2013-17:08:22;Value 2
1300;Wait;08.02.2013-14:05:11;Value 2
1300;Resolve ticket;26.02.2013-13:57:17;Value 2
1300;Closed;13.03.2013-13:57:39;Value 3
1301;Assign seriousness;08.03.2011-08:55:21;Value 8
1301;Take in charge ticket;08.03.2011-08:57:26;Value 8
1301;Wait;08.03.2011-10:39:56;Value 9
1301;Take in charge ticket;18.03.2011-09:53:33;Value 9
1301;Resolve ticket;18.03.2011-09:53:49;Value 9
1301;Take in charge ticket;22.03.2011-08:10:15;Value 8
1301;Resolve ticket;28.03.2011-08:06:13;Value 8
1301;Closed;12.04.2011-08:06:27;Value 5
1302;Assign seriousness;28.02.2013-11:46:30;Value 1
1302;Take in charge ticket;01.03.2013-08:46:28;Value 2
1302;Require upgrade;08.03.2013-10:29:33;Value 4
1302;Resolve ticket;29.03.2013-08:43:30;Value 4
1302;Closed;13.04.2013-07:43:47;Value 3
1303;Assign seriousness;08.03.2013-17:17:08;Value 9
1303;Take in charge ticket;25.03.2013-14:39:58;Value 9
1303;Wait;25.03.2013-14:46:20;Value 9
1303;Resolve ticket;08.04.2013-09:17:30;Value 9
1303;Closed;23.04.2013-09:17:39;Value 3
1304;Assign seriousness;05.04.2013-08:42:36;Value 1
1304;Take in charge ticket;08.04.2013-13:48:44;Value 2
1304;Resolve ticket;22.04.2013-08:23:20;Value 12
1304;Closed;07.05.2013-08:23:34;Value 3
1305;Assign seriousness;21.04.2011-12:27:11;Value 8
1305;Take in charge ticket;21.04.2011-12:32:11;Value 2
1305;Resolve ticket;22.04.2011-08:21:01;Value 7
1305;Closed;29.05.2011-12:31:13;Value 5
1306;Assign seriousness;05.11.2010-11:57:43;Value 2
1306;Take in charge ticket;11.11.2010-13:24:36;Value 14
1306;Wait;23.11.2010-13:30:43;Value 14
1306;Take in charge ticket;20.12.2010-10:27:53;Value 14
1306;Resolve ticket;20.12.2010-10:28:10;Value 14
1306;Closed;04.01.2011-10:28:29;Value 5
1307;Assign seriousness;21.12.2010-14:23:11;Value 8
1307;Take in charge ticket;21.12.2010-14:59:20;Value 15
1307;Resolve ticket;22.12.2010-15:18:08;Value 15
1307;Closed;18.02.2011-14:30:47;Value 5
1308;Assign seriousness;14.05.2013-09:55:29;Value 14
1308;Resolve ticket;04.06.2013-14:51:18;Value 1
1308;Closed;19.06.2013-14:51:31;Value 3
1309;Assign seriousness;15.12.2010-08:56:44;Value 9
1309;Take in charge ticket;15.12.2010-08:57:29;Value 9
1309;Wait;15.12.2010-08:57:43;Value 9
1309;Take in charge ticket;10.01.2011-08:28:37;Value 9
1309;Resolve ticket;10.01.2011-08:28:52;Value 9
1309;Closed;25.01.2011-08:29:14;Value 5
1310;Assign seriousness;24.01.2012-08:16:57;Value 1
1310;Take in charge ticket;24.01.2012-08:17:22;Value 1
1310;Resolve ticket;24.01.2012-09:27:58;Value 1
1310;Closed;10.03.2012-08:21:13;Value 5
1311;Assign seriousness;20.06.2011-07:36:15;Value 2
1311;Take in charge ticket;20.06.2011-07:46:13;Value 2
1311;Resolve ticket;20.06.2011-07:52:36;Value 2
1311;Closed;03.08.2011-07:40:45;Value 5
1312;Assign seriousness;03.09.2012-10:50:54;Value 1
1312;Take in charge ticket;03.09.2012-10:52:34;Value 1
1312;Resolve ticket;19.09.2012-08:10:34;Value 2
1312;Closed;04.10.2012-08:10:47;Value 3
1313;Assign seriousness;26.08.2013-08:26:39;Value 14
1313;Take in charge ticket;26.08.2013-09:57:27;Value 14
1313;Create SW anomaly;27.08.2013-13:06:08;Value 14
1313;Resolve ticket;20.09.2013-11:01:59;Value 2
1313;Closed;05.10.2013-11:02:08;Value 3
1314;Assign seriousness;20.12.2012-12:04:20;Value 9
1314;Take in charge ticket;28.12.2012-08:52:46;Value 9
1314;Wait;28.12.2012-11:19:49;Value 9
