case_id;activity;time;resource
17;Queued-Awaiting Assignment;02.05.2012-13:35:45;Julien
17;Accepted-In Progress;04.05.2012-10:46:38;Bernard
17;Completed-Resolved;04.05.2012-10:46:58;Bernard
17;Completed-Closed;11.05.2012-23:21:28;Siebel
18;Accepted-In Progress;11.07.2011-07:20:50;Ilona
18;Accepted-In Progress;11.07.2011-07:20:55;Ilona
18;Queued-Awaiting Assignment;11.07.2011-07:28:43;Ilona
18;Accepted-In Progress;11.07.2011-07:28:45;Ilona
18;Accepted-Wait;11.07.2011-07:28:47;Ilona
18;Queued-Awaiting Assignment;11.07.2011-11:34:18;Ilona
18;Accepted-In Progress;11.07.2011-13:18:29;Luc
18;Queued-Awaiting Assignment;11.07.2011-13:28:02;Luc
18;Accepted-In Progress;11.07.2011-13:35:23;Ilona
18;Queued-Awaiting Assignment;11.07.2011-13:37:42;Ilona
18;Accepted-In Progress;20.07.2011-12:47:48;Earl
18;Accepted-In Progress;04.05.2012-07:33:21;Juan
18;Completed-Resolved;04.05.2012-07:34:16;Juan
18;Completed-Closed;11.05.2012-23:21:27;Siebel
19;Accepted-In Progress;14.07.2011-17:20:42;Henk
19;Accepted-In Progress;14.07.2011-17:20:49;Henk
19;Queued-Awaiting Assignment;14.07.2011-17:22:51;Henk
19;Accepted-In Progress;15.07.2011-07:43:36;Luc
19;Queued-Awaiting Assignment;15.07.2011-08:02:31;Luc
19;Accepted-In Progress;15.07.2011-08:52:29;Jan
19;Queued-Awaiting Assignment;15.07.2011-08:56:59;Jan
19;Accepted-In Progress;20.07.2011-13:50:38;Earl
19;Accepted-Wait - Implementation;14.03.2012-15:29:41;Earl
19;Accepted-In Progress;04.05.2012-07:34:46;Juan
19;Completed-Resolved;04.05.2012-07:35:37;Juan
19;Completed-Closed;11.05.2012-23:21:27;Siebel
20;Accepted-In Progress;25.07.2011-13:45:15;Olga
20;Accepted-In Progress;25.07.2011-13:45:29;Olga
20;Queued-Awaiting Assignment;25.07.2011-13:50:11;Olga
20;Accepted-In Progress;25.07.2011-14:28:03;Tsun Fai
20;Queued-Awaiting Assignment;25.07.2011-14:34:15;Tsun Fai
20;Accepted-In Progress;25.07.2011-14:50:14;Olga
20;Accepted-Wait - User;25.07.2011-14:52:35;Olga
20;Accepted-In Progress;25.07.2011-14:57:23;Olga
20;Queued-Awaiting Assignment;25.07.2011-14:58:34;Olga
20;Accepted-In Progress;25.07.2011-15:55:44;Tsun Fai
20;Queued-Awaiting Assignment;25.07.2011-16:02:17;Tsun Fai
20;Queued-Awaiting Assignment;25.07.2011-16:02:18;Tsun Fai
20;Accepted-In Progress;25.07.2011-16:03:41;Olga
20;Queued-Awaiting Assignment;25.07.2011-16:05:51;Olga
20;Accepted-In Progress;26.07.2011-11:03:30;Tsun Fai
20;Queued-Awaiting Assignment;26.07.2011-13:54:14;Tsun Fai
20;Accepted-In Progress;26.07.2011-13:55:06;Olga
20;Queued-Awaiting Assignment;26.07.2011-13:59:46;Olga
20;Accepted-In Progress;16.08.2011-15:37:40;Earl
20;Accepted-Wait;06.04.2012-09:19:00;Earl
20;Accepted-In Progress;04.05.2012-07:36:08;Juan
20;Completed-Resolved;04.05.2012-07:36:32;Juan
20;Completed-Closed;11.05.2012-23:21:27;Siebel
21;Accepted-In Progress;28.07.2011-09:12:37;Jens
21;Accepted-In Progress;28.07.2011-09:16:47;Jens
21;Queued-Awaiting Assignment;28.07.2011-09:21:15;Jens
21;Accepted-In Progress;08.05.2012-07:52:10;Sandra
21;Completed-Resolved;08.05.2012-07:52:48;Sandra
21;Completed-Closed;15.05.2012-23:22:58;Siebel
22;Accepted-In Progress;03.08.2011-12:17:22;Olga
22;Accepted-In Progress;03.08.2011-12:17:49;Olga
22;Queued-Awaiting Assignment;03.08.2011-12:24:10;Olga
22;Accepted-In Progress;04.08.2011-11:02:25;Tsun Fai
22;Queued-Awaiting Assignment;04.08.2011-12:55:28;Tsun Fai
22;Queued-Awaiting Assignment;04.08.2011-12:55:29;Tsun Fai
22;Accepted-In Progress;04.08.2011-15:05:00;Pawel
22;Accepted-Assigned;04.08.2011-15:05:04;Pawel
22;Accepted-In Progress;05.08.2011-05:36:03;Olga
22;Queued-Awaiting Assignment;05.08.2011-05:38:54;Olga
22;Accepted-In Progress;16.08.2011-15:43:52;Earl
22;Accepted-Wait - Implementation;14.03.2012-15:45:08;Earl
22;Accepted-In Progress;04.05.2012-07:38:40;Juan
22;Completed-Resolved;04.05.2012-07:39:19;Juan
22;Completed-Closed;11.05.2012-23:21:27;Siebel
23;Accepted-In Progress;03.08.2011-11:29:56;Evy
23;Accepted-In Progress;03.08.2011-11:31:12;Evy
23;Queued-Awaiting Assignment;03.08.2011-11:41:04;Evy
23;Accepted-In Progress;04.08.2011-10:55:05;Tsun Fai
23;Queued-Awaiting Assignment;04.08.2011-12:56:55;Tsun Fai
23;Accepted-In Progress;04.08.2011-15:04:01;Tsun Fai
23;Queued-Awaiting Assignment;04.08.2011-15:14:33;Tsun Fai
23;Accepted-In Progress;04.08.2011-15:20:52;Evy
23;Queued-Awaiting Assignment;04.08.2011-15:26:53;Evy
23;Accepted-In Progress;16.08.2011-15:43:23;Earl
23;Accepted-Wait - Implementation;14.03.2012-15:44:27;Earl
23;Accepted-In Progress;04.05.2012-07:37:15;Juan
23;Completed-Resolved;04.05.2012-07:38:06;Juan
23;Completed-Closed;11.05.2012-23:21:27;Siebel
24;Accepted-In Progress;16.08.2011-09:20:48;Annick
24;Accepted-In Progress;16.08.2011-09:21:07;Annick
24;Accepted-Wait - User;16.08.2011-09:21:44;Annick
24;Queued-Awaiting Assignment;16.08.2011-12:40:27;Annick
24;Queued-Awaiting Assignment;16.08.2011-12:40:28;Annick
24;Accepted-In Progress;16.08.2011-13:21:08;Luc
24;Queued-Awaiting Assignment;16.08.2011-13:26:29;Luc
24;Accepted-In Progress;16.08.2011-13:32:30;Annick
24;Accepted-Wait - User;16.08.2011-13:35:13;Annick
24;Queued-Awaiting Assignment;16.08.2011-13:50:48;Annick
24;Accepted-In Progress;16.08.2011-14:35:43;Luc
24;Queued-Awaiting Assignment;16.08.2011-14:36:11;Luc
24;Queued-Awaiting Assignment;16.08.2011-14:36:12;Luc
24;Accepted-In Progress;16.08.2011-14:39:52;Annick
24;Accepted-Wait;16.08.2011-14:39:58;Annick
24;Accepted-Wait - User;17.08.2011-06:17:53;Annick
24;Queued-Awaiting Assignment;18.08.2011-12:12:11;Annick
24;Accepted-In Progress;18.08.2011-12:12:15;Annick
24;Queued-Awaiting Assignment;18.08.2011-12:13:28;Annick
24;Accepted-In Progress;19.08.2011-10:41:09;Tamara
24;Accepted-Wait;19.08.2011-10:41:15;Tamara
24;Queued-Awaiting Assignment;05.09.2011-10:28:51;Tamara
24;Accepted-In Progress;26.09.2011-15:22:04;Earl
24;Accepted-Wait - Implementation;14.03.2012-15:46:45;Earl
24;Accepted-In Progress;04.05.2012-07:39:49;Juan
24;Completed-Resolved;04.05.2012-07:41:26;Juan
24;Completed-Closed;11.05.2012-23:21:26;Siebel
25;Accepted-In Progress;19.08.2011-10:09:56;Jan
25;Accepted-In Progress;19.08.2011-10:11:11;Jan
25;Queued-Awaiting Assignment;19.08.2011-10:12:40;Jan
25;Accepted-In Progress;19.08.2011-11:23:13;Luc
25;Queued-Awaiting Assignment;19.08.2011-11:24:05;Luc
25;Queued-Awaiting Assignment;19.08.2011-11:24:06;Luc
25;Accepted-In Progress;19.08.2011-11:58:45;Katia
25;Accepted-Assigned;19.08.2011-11:58:52;Katia
25;Accepted-In Progress;19.08.2011-14:04:49;Jan
25;Accepted-Wait - User;19.08.2011-14:05:46;Jan
25;Queued-Awaiting Assignment;19.08.2011-14:26:44;Jan
25;Accepted-In Progress;19.08.2011-15:16:41;Luc
25;Queued-Awaiting Assignment;19.08.2011-15:17:50;Luc
25;Accepted-In Progress;19.08.2011-16:17:21;Jan
25;Queued-Awaiting Assignment;19.08.2011-16:18:24;Jan
25;Accepted-In Progress;26.09.2011-15:20:30;Earl
25;Accepted-Wait - Implementation;14.03.2012-15:51:16;Earl
25;Accepted-In Progress;04.05.2012-07:42:22;Juan
25;Completed-Resolved;04.05.2012-07:43:01;Juan
25;Completed-Closed;07.05.2012-23:22:09;Siebel
26;Queued-Awaiting Assignment;22.08.2011-13:54:38;Marcus
26;Queued-Awaiting Assignment;22.08.2011-13:57:40;Marcus
26;Accepted-In Progress;22.08.2011-14:52:00;Luiz
26;Queued-Awaiting Assignment;26.08.2011-14:52:15;Luiz
26;Accepted-In Progress;26.08.2011-14:59:01;Eric
26;Accepted-Wait - User;26.08.2011-15:12:50;Eric
26;Accepted-In Progress;26.08.2011-15:40:31;Sue
26;Queued-Awaiting Assignment;26.08.2011-15:43:11;Sue
26;Accepted-In Progress;29.08.2011-06:12:35;Stina
26;Queued-Awaiting Assignment;29.08.2011-06:13:48;Stina
26;Accepted-In Progress;29.08.2011-12:03:12;Sue
26;Queued-Awaiting Assignment;29.08.2011-12:04:01;Sue
26;Accepted-In Progress;29.08.2011-12:12:17;Charan
26;Queued-Awaiting Assignment;29.08.2011-12:30:11;Charan
26;Accepted-In Progress;29.08.2011-12:36:52;Josef
26;Queued-Awaiting Assignment;29.08.2011-12:38:40;Josef
26;Accepted-In Progress;29.08.2011-13:13:58;Josef
26;Queued-Awaiting Assignment;29.08.2011-13:15:20;Josef
26;Accepted-In Progress;29.08.2011-13:50:12;Luiz
26;Accepted-Wait - User;29.08.2011-14:57:34;Luiz
26;Accepted-Assigned;02.09.2011-19:42:33;Luiz
26;Accepted-In Progress;06.09.2011-13:05:41;Lucas
26;Accepted-Wait - User;25.11.2011-10:35:19;Lucas
26;Accepted-In Progress;03.05.2012-11:42:55;Kent
26;Completed-Resolved;03.05.2012-11:49:04;Kent
26;Completed-Closed;10.05.2012-23:26:10;Siebel
27;Accepted-In Progress;31.08.2011-11:10:52;Nina
27;Accepted-In Progress;31.08.2011-11:11:13;Nina
27;Accepted-Wait - Implementation;31.08.2011-11:14:00;Nina
27;Accepted-In Progress;31.08.2011-11:14:02;Nina
27;Queued-Awaiting Assignment;31.08.2011-11:14:56;Nina
27;Accepted-In Progress;31.08.2011-13:33:56;Edward
27;Accepted-Wait - User;31.08.2011-13:34:23;Edward
27;Queued-Awaiting Assignment;31.08.2011-14:30:18;Edward
27;Accepted-In Progress;31.08.2011-14:34:14;Rijin
27;Accepted-Assigned;31.08.2011-14:35:19;Rijin
27;Accepted-In Progress;31.08.2011-15:31:21;Ganesh
27;Accepted-Wait - User;31.08.2011-15:32:07;Ganesh
27;Accepted-In Progress;09.09.2011-13:44:37;Ganesh
27;Queued-Awaiting Assignment;09.09.2011-13:54:42;Ganesh
27;Accepted-In Progress;10.09.2011-00:28:43;Josef
27;Queued-Awaiting Assignment;10.09.2011-00:29:32;Josef
27;Accepted-In Progress;12.09.2011-09:42:34;Dawid
27;Accepted-Assigned;12.09.2011-09:42:42;Dawid
27;Accepted-In Progress;12.09.2011-09:49:51;Pawel
27;Accepted-Wait - User;12.09.2011-09:50:07;Pawel
27;Queued-Awaiting Assignment;13.09.2011-08:25:04;Pawel
27;Accepted-In Progress;13.09.2011-08:29:26;Abdul
27;Accepted-Assigned;13.09.2011-09:21:35;Abdul
27;Accepted-In Progress;13.09.2011-15:37:04;Ganesh
27;Accepted-Wait;13.09.2011-15:37:11;Ganesh
27;Accepted-In Progress;21.09.2011-10:06:55;Ganesh
27;Queued-Awaiting Assignment;21.09.2011-10:08:24;Ganesh
27;Accepted-In Progress;21.09.2011-11:01:52;Mica
27;Accepted-Wait - User;07.11.2011-11:56:32;Mica
27;Completed-Resolved;15.05.2012-06:07:31;Mica
27;Completed-Closed;22.05.2012-23:22:23;Siebel
28;Accepted-In Progress;05.09.2011-13:35:46;Marcin
28;Accepted-In Progress;05.09.2011-13:36:01;Marcin
28;Queued-Awaiting Assignment;05.09.2011-13:43:48;Marcin
28;Accepted-In Progress;05.09.2011-14:05:51;Luc
28;Queued-Awaiting Assignment;06.09.2011-10:57:51;Luc
28;Queued-Awaiting Assignment;06.09.2011-10:57:52;Luc
28;Accepted-In Progress;06.09.2011-11:25:20;Marcin
28;Queued-Awaiting Assignment;06.09.2011-11:27:10;Marcin
28;Accepted-In Progress;16.09.2011-16:01:29;Earl
28;Accepted-Wait - Implementation;14.03.2012-15:52:15;Earl
28;Accepted-In Progress;04.05.2012-07:43:33;Juan
28;Completed-Resolved;04.05.2012-07:46:00;Juan
28;Completed-Closed;11.05.2012-23:21:25;Siebel
29;Accepted-In Progress;23.09.2011-11:31:56;Ilona
29;Accepted-In Progress;23.09.2011-11:32:04;Ilona
29;Queued-Awaiting Assignment;23.09.2011-11:36:52;Ilona
29;Accepted-In Progress;26.09.2011-09:29:57;Luc
29;Queued-Awaiting Assignment;27.09.2011-12:39:18;Luc
29;Accepted-In Progress;27.09.2011-12:39:32;Ilona
29;Queued-Awaiting Assignment;27.09.2011-12:43:00;Ilona
29;Accepted-In Progress;15.10.2011-11:20:36;Ilona
29;Accepted-Wait;15.10.2011-11:20:39;Ilona
29;Queued-Awaiting Assignment;21.10.2011-15:38:43;Ilona
29;Accepted-In Progress;28.10.2011-10:01:53;Luc
29;Queued-Awaiting Assignment;28.10.2011-10:03:05;Luc
29;Accepted-In Progress;28.10.2011-10:25:19;Ilona
29;Queued-Awaiting Assignment;28.10.2011-10:27:44;Ilona
29;Accepted-In Progress;03.11.2011-12:32:59;Earl
29;Accepted-Wait - Implementation;14.03.2012-15:52:37;Earl
29;Accepted-In Progress;04.05.2012-07:46:45;Juan
29;Completed-Resolved;04.05.2012-07:47:08;Juan
29;Completed-Closed;11.05.2012-23:21:25;Siebel
30;Accepted-In Progress;28.09.2011-19:45:00;Maria
30;Accepted-In Progress;28.09.2011-19:45:12;Maria
30;Accepted-In Progress;28.09.2011-19:52:49;Maria
30;Queued-Awaiting Assignment;28.09.2011-19:53:08;Maria
30;Accepted-In Progress;29.09.2011-08:13:03;Kari
30;Queued-Awaiting Assignment;29.09.2011-08:15:32;Kari
30;Accepted-In Progress;03.10.2011-08:47:24;Mattias
30;Completed-Resolved;03.10.2011-08:48:26;Mattias
30;Queued-Awaiting Assignment;03.10.2011-13:55:46;Luis
30;Accepted-In Progress;27.12.2011-10:05:06;Mattias
30;Queued-Awaiting Assignment;27.12.2011-10:06:02;Mattias
30;Accepted-In Progress;08.05.2012-15:55:54;Mattias
30;Completed-Resolved;08.05.2012-15:56:17;Mattias
30;Completed-Closed;15.05.2012-23:22:55;Siebel
31;Accepted-In Progress;04.10.2011-11:57:50;Ilona
31;Accepted-In Progress;04.10.2011-11:57:58;Ilona
31;Queued-Awaiting Assignment;04.10.2011-12:04:29;Ilona
31;Accepted-In Progress;04.10.2011-12:04:31;Ilona
31;Accepted-Wait;04.10.2011-12:04:34;Ilona
31;Accepted-In Progress;31.10.2011-17:46:54;Tamara
31;Queued-Awaiting Assignment;31.10.2011-17:47:42;Tamara
31;Accepted-In Progress;07.11.2011-09:34:08;Edward
31;Queued-Awaiting Assignment;07.11.2011-09:35:12;Edward
31;Accepted-In Progress;07.11.2011-09:59:32;Luc
31;Queued-Awaiting Assignment;07.11.2011-10:29:27;Luc
31;Queued-Awaiting Assignment;07.11.2011-10:29:28;Luc
31;Accepted-In Progress;07.11.2011-10:30:01;Ilona
31;Queued-Awaiting Assignment;07.11.2011-10:33:20;Ilona
31;Accepted-In Progress;21.11.2011-13:19:11;Earl
31;Accepted-Wait - Implementation;14.03.2012-15:53:35;Earl
31;Accepted-In Progress;04.05.2012-07:47:40;Juan
31;Completed-Resolved;04.05.2012-07:48:24;Juan
31;Completed-Closed;11.05.2012-23:21:24;Siebel
32;Queued-Awaiting Assignment;06.10.2011-07:37:52;Lars
32;Queued-Awaiting Assignment;06.10.2011-07:49:10;Lars
32;Accepted-In Progress;06.10.2011-07:58:53;Björn
32;Accepted-Wait - User;10.10.2011-14:39:42;Lucas
32;Accepted-In Progress;14.10.2011-08:17:05;Björn
32;Accepted-Wait - User;14.10.2011-15:01:58;Björn
32;Accepted-In Progress;03.05.2012-12:31:52;Kent
32;Completed-Resolved;03.05.2012-12:34:54;Kent
32;Completed-Closed;10.05.2012-23:26:08;Siebel
33;Accepted-In Progress;07.10.2011-12:03:58;Riitta
33;Accepted-In Progress;07.10.2011-12:04:32;Riitta
33;Accepted-Wait - User;07.10.2011-13:02:01;Riitta
33;Accepted-Wait - User;10.10.2011-12:48:18;Siebel
33;Accepted-In Progress;12.10.2011-08:42:06;Riitta
33;Accepted-Wait;12.10.2011-10:05:35;Riitta
33;Accepted-In Progress;07.05.2012-10:23:54;Riitta
33;Completed-In Call;07.05.2012-10:25:36;Riitta
34;Accepted-In Progress;14.10.2011-10:36:56;Valeria
34;Accepted-In Progress;14.10.2011-10:38:36;Valeria
34;Queued-Awaiting Assignment;14.10.2011-10:44:27;Valeria
34;Accepted-In Progress;14.10.2011-15:25:47;Ray
34;Accepted-Wait - User;19.10.2011-09:03:49;Ray
34;Accepted-In Progress;20.10.2011-12:54:32;Ray
34;Accepted-Wait - Implementation;26.10.2011-17:07:08;Ray
34;Accepted-Wait - User;20.03.2012-13:40:10;Ray
34;Accepted-In Progress;15.05.2012-09:41:39;Lars
34;Queued-Awaiting Assignment;15.05.2012-09:42:51;Lars
34;Accepted-In Progress;15.05.2012-09:47:51;Valeria
34;Completed-Resolved;15.05.2012-09:50:11;Valeria
34;Completed-Closed;15.05.2012-23:22:54;Siebel
35;Accepted-In Progress;24.10.2011-13:43:56;Riitta
35;Accepted-In Progress;24.10.2011-13:44:09;Riitta
35;Accepted-Wait;24.10.2011-13:50:38;Riitta
35;Accepted-Wait;27.10.2011-13:45:16;Siebel
35;Accepted-In Progress;31.10.2011-09:14:40;Riitta
35;Accepted-Wait;31.10.2011-09:17:37;Riitta
35;Accepted-In Progress;05.12.2011-08:01:34;Riitta
35;Accepted-Wait;05.12.2011-08:03:07;Riitta
35;Accepted-In Progress;07.05.2012-09:47:18;Christopher
35;Completed-Resolved;07.05.2012-09:47:27;Christopher
35;Completed-Closed;07.05.2012-09:47:28;Christopher
36;Accepted-In Progress;25.10.2011-07:19:37;Olga
36;Accepted-In Progress;25.10.2011-07:26:42;Olga
36;Queued-Awaiting Assignment;25.10.2011-07:42:31;Olga
36;Accepted-In Progress;25.10.2011-13:11:16;Luc
36;Queued-Awaiting Assignment;25.10.2011-13:12:09;Luc
36;Queued-Awaiting Assignment;25.10.2011-13:12:10;Luc
36;Accepted-In Progress;26.10.2011-05:18:43;Olga
36;Queued-Awaiting Assignment;26.10.2011-05:21:56;Olga
36;Accepted-In Progress;03.11.2011-14:17:59;Earl
36;Accepted-Wait - Implementation;14.03.2012-15:54:01;Earl
36;Accepted-In Progress;04.05.2012-07:49:09;Juan
36;Completed-Resolved;04.05.2012-07:49:41;Juan
36;Completed-Closed;11.05.2012-23:21:23;Siebel
37;Accepted-In Progress;28.10.2011-11:31:29;Riitta
37;Accepted-In Progress;28.10.2011-11:33:25;Riitta
37;Queued-Awaiting Assignment;28.10.2011-11:36:39;Riitta
37;Accepted-In Progress;28.10.2011-11:40:09;Paulina
37;Queued-Awaiting Assignment;28.10.2011-12:02:20;Paulina
37;Queued-Awaiting Assignment;28.10.2011-12:02:21;Paulina
37;Accepted-In Progress;28.10.2011-13:22:37;Riitta
37;Accepted-Wait;28.10.2011-13:28:53;Riitta
37;Accepted-Wait;29.10.2011-11:34:49;Siebel
37;Accepted-In Progress;31.10.2011-08:48:58;Riitta
37;Accepted-Wait;31.10.2011-08:50:36;Riitta
37;Accepted-In Progress;07.05.2012-09:34:49;Christopher
37;Accepted-Wait - Vendor;07.05.2012-09:36:05;Christopher
37;Completed-Resolved;07.05.2012-09:37:17;Christopher
37;Completed-Closed;07.05.2012-09:37:19;Christopher
38;Accepted-In Progress;03.11.2011-07:52:35;Maria
38;Accepted-In Progress;03.11.2011-07:57:38;Maria
38;Queued-Awaiting Assignment;03.11.2011-08:04:38;Maria
38;Accepted-In Progress;03.11.2011-11:51:22;Annica
38;Accepted-Assigned;03.11.2011-11:51:28;Annica
38;Accepted-In Progress;03.05.2012-06:16:49;Thomas
38;Accepted-Assigned;03.05.2012-06:16:56;Thomas
38;Accepted-In Progress;03.05.2012-07:15:15;Tomas
38;Completed-Resolved;03.05.2012-07:20:50;Tomas
38;Completed-Closed;10.05.2012-23:26:07;Siebel
39;Accepted-In Progress;07.11.2011-07:01:02;Christine
39;Accepted-In Progress;07.11.2011-07:01:20;Christine
39;Accepted-Assigned;07.11.2011-07:07:06;Christine
39;Accepted-In Progress;07.11.2011-11:47:38;Martin
39;Queued-Awaiting Assignment;07.11.2011-11:47:58;Martin
39;Accepted-In Progress;07.11.2011-14:35:12;Tomas
39;Accepted-Assigned;07.11.2011-14:35:19;Tomas
39;Accepted-In Progress;30.11.2011-12:22:51;Niklas
39;Accepted-Wait - User;12.01.2012-08:36:07;Niklas
39;Completed-Resolved;04.05.2012-14:25:22;Niklas
39;Completed-Closed;11.05.2012-23:21:22;Siebel
40;Accepted-In Progress;07.11.2011-10:15:25;Laleh
40;Accepted-In Progress;07.11.2011-10:15:56;Laleh
40;Queued-Awaiting Assignment;07.11.2011-10:20:25;Laleh
40;Accepted-In Progress;07.11.2011-10:30:48;Magali
40;Queued-Awaiting Assignment;07.11.2011-10:31:26;Magali
40;Accepted-In Progress;22.11.2011-15:05:19;Christopher
40;Queued-Awaiting Assignment;22.11.2011-15:05:42;Christopher
40;Accepted-In Progress;22.11.2011-15:22:22;Paulo
40;Queued-Awaiting Assignment;22.11.2011-15:22:46;Paulo
40;Accepted-In Progress;23.11.2011-13:27:29;Riitta
40;Accepted-Wait - User;23.11.2011-14:02:37;Riitta
40;Accepted-In Progress;24.11.2011-07:19:24;Riitta
40;Accepted-Wait;24.11.2011-07:23:35;Riitta
40;Accepted-Wait;25.11.2011-15:05:42;Siebel
40;Accepted-In Progress;07.05.2012-09:48:19;Christopher
40;Completed-Resolved;07.05.2012-09:48:36;Christopher
40;Completed-Closed;07.05.2012-23:22:04;Siebel
41;Accepted-In Progress;07.11.2011-16:16:16;Olga
41;Accepted-In Progress;07.11.2011-16:16:40;Olga
41;Queued-Awaiting Assignment;07.11.2011-16:20:28;Olga
41;Accepted-In Progress;08.11.2011-08:42:15;Luc
41;Queued-Awaiting Assignment;08.11.2011-08:48:33;Luc
41;Queued-Awaiting Assignment;08.11.2011-08:48:34;Luc
41;Accepted-In Progress;08.11.2011-08:48:59;Pawel
41;Accepted-Assigned;08.11.2011-08:49:05;Pawel
41;Accepted-In Progress;08.11.2011-09:03:19;Olga
41;Queued-Awaiting Assignment;08.11.2011-09:06:35;Olga
41;Accepted-In Progress;18.11.2011-16:25:05;Earl
41;Accepted-Wait;21.03.2012-08:12:15;Earl
41;Accepted-In Progress;04.05.2012-07:51:40;Juan
41;Completed-Resolved;04.05.2012-07:52:09;Juan
41;Completed-Closed;11.05.2012-23:21:22;Siebel
42;Queued-Awaiting Assignment;11.11.2011-12:45:04;Lars
42;Queued-Awaiting Assignment;11.11.2011-12:49:29;Lars
42;Accepted-In Progress;11.11.2011-13:54:03;Luiz
42;Accepted-Wait - User;16.11.2011-08:22:17;Lars
42;Completed-Resolved;02.05.2012-07:52:57;Lars
42;Completed-Closed;09.05.2012-23:20:41;Siebel
43;Accepted-In Progress;10.11.2011-14:55:46;Izabela
43;Accepted-In Progress;10.11.2011-14:56:15;Izabela
43;Queued-Awaiting Assignment;10.11.2011-14:57:34;Izabela
43;Accepted-In Progress;12.11.2011-00:46:26;Anna
43;Queued-Awaiting Assignment;12.11.2011-00:46:33;Anna
43;Accepted-In Progress;21.11.2011-08:58:34;Urszula
43;Accepted-Wait - User;21.11.2011-09:01:33;Urszula
43;Accepted-In Progress;21.11.2011-09:33:13;Urszula
43;Queued-Awaiting Assignment;21.11.2011-11:24:27;Urszula
43;Accepted-In Progress;21.11.2011-11:34:27;Varghese
43;Accepted-Assigned;21.11.2011-11:34:48;Varghese
43;Accepted-In Progress;21.11.2011-11:52:55;Saidur
43;Accepted-Wait;21.11.2011-11:58:49;Saidur
43;Queued-Awaiting Assignment;21.11.2011-12:42:39;Saidur
43;Accepted-In Progress;22.11.2011-14:28:09;Piotr
43;Accepted-Assigned;22.11.2011-14:28:17;Piotr
43;Accepted-In Progress;22.11.2011-14:35:40;Marika
43;Queued-Awaiting Assignment;22.11.2011-14:36:26;Marika
43;Accepted-In Progress;22.11.2011-14:37:46;Johanna
43;Queued-Awaiting Assignment;22.11.2011-14:39:18;Johanna
43;Accepted-In Progress;22.11.2011-14:50:01;Piotr
43;Accepted-Assigned;22.11.2011-14:50:05;Piotr
43;Accepted-In Progress;24.11.2011-14:07:12;Marika
43;Queued-Awaiting Assignment;24.11.2011-14:20:45;Marika
43;Accepted-In Progress;03.05.2012-14:27:55;Johan
43;Completed-Resolved;03.05.2012-14:28:18;Johan
43;Completed-Closed;10.05.2012-23:26:07;Siebel
44;Accepted-In Progress;14.11.2011-09:47:32;Janice
44;Accepted-In Progress;14.11.2011-09:49:35;Janice
44;Queued-Awaiting Assignment;15.11.2011-02:46:57;Janice
44;Accepted-In Progress;29.11.2011-15:00:39;Brian
44;Accepted-Wait - User;29.11.2011-15:04:54;Brian
44;Completed-Resolved;02.05.2012-20:45:44;Brian
44;Completed-Closed;09.05.2012-23:20:41;Siebel
45;Accepted-In Progress;17.11.2011-10:39:45;Olga
45;Accepted-In Progress;17.11.2011-10:40:06;Olga
45;Queued-Awaiting Assignment;17.11.2011-10:45:24;Olga
45;Accepted-In Progress;17.11.2011-13:25:11;Luc
45;Queued-Awaiting Assignment;17.11.2011-13:26:05;Luc
45;Accepted-In Progress;17.11.2011-15:02:59;Marcin
45;Accepted-Assigned;17.11.2011-15:03:03;Marcin
45;Accepted-In Progress;18.11.2011-06:18:25;Olga
45;Queued-Awaiting Assignment;18.11.2011-06:21:01;Olga
45;Accepted-In Progress;18.11.2011-16:24:00;Earl
45;Accepted-Wait - Implementation;15.03.2012-12:37:33;Earl
45;Accepted-In Progress;04.05.2012-07:52:31;Juan
45;Completed-Resolved;04.05.2012-07:53:10;Juan
45;Completed-Closed;11.05.2012-23:21:22;Siebel
46;Accepted-In Progress;18.11.2011-05:45:58;Olga
46;Accepted-In Progress;18.11.2011-05:46:23;Olga
46;Queued-Awaiting Assignment;18.11.2011-06:03:37;Olga
46;Accepted-In Progress;18.11.2011-06:09:13;Olga
46;Queued-Awaiting Assignment;18.11.2011-06:10:10;Olga
46;Accepted-In Progress;18.11.2011-09:35:12;Luc
46;Queued-Awaiting Assignment;18.11.2011-09:36:13;Luc
46;Accepted-In Progress;18.11.2011-10:19:58;Olga
46;Accepted-In Progress;18.11.2011-10:24:11;Olga
46;Accepted-Wait - User;18.11.2011-10:24:14;Olga
46;Accepted-Wait - User;21.11.2011-10:24:15;Siebel
46;Accepted-In Progress;23.11.2011-10:43:08;Olga
46;Accepted-Wait - User;23.11.2011-10:45:41;Olga
46;Accepted-In Progress;23.11.2011-11:56:21;Olga
46;Queued-Awaiting Assignment;23.11.2011-11:58:42;Olga
46;Accepted-In Progress;23.11.2011-12:15:30;Luc
46;Queued-Awaiting Assignment;23.11.2011-13:35:47;Luc
46;Accepted-In Progress;23.11.2011-15:49:06;Pawel
46;Accepted-Assigned;23.11.2011-15:49:12;Pawel
46;Accepted-In Progress;24.11.2011-09:42:13;Olga
46;Queued-Awaiting Assignment;24.11.2011-09:44:05;Olga
46;Accepted-In Progress;29.11.2011-08:18:27;Earl
46;Accepted-Wait;06.04.2012-09:25:53;Earl
46;Accepted-In Progress;04.05.2012-07:53:38;Juan
46;Completed-Resolved;04.05.2012-07:54:15;Juan
