case_id;activity;time;Involved ST Function Div;Involved Org line 3
493;Accepted-In Progress;14.04.2012-01:08:23;V3_2;Org line C
493;Queued-Awaiting Assignment;14.04.2012-01:09:02;V3_2;Org line C
493;Accepted-In Progress;16.04.2012-14:38:49;V3_2;Org line C
493;Accepted-In Progress;16.04.2012-14:39:35;V3_2;Org line C
493;Queued-Awaiting Assignment;16.04.2012-14:39:41;V3_2;Org line C
493;Accepted-In Progress;17.04.2012-09:32:24;V3_2;Org line C
493;Accepted-Assigned;17.04.2012-09:33:19;V3_2;Org line C
493;Accepted-In Progress;17.04.2012-14:09:12;V3_2;Org line C
493;Accepted-Wait - User;17.04.2012-14:09:58;V3_2;Org line C
493;Accepted-In Progress;19.04.2012-10:27:50;V3_2;Org line C
493;Accepted-Wait - User;19.04.2012-11:11:38;V3_2;Org line C
493;Accepted-Wait - User;19.04.2012-11:24:31;V3_2;Org line C
493;Queued-Awaiting Assignment;19.04.2012-11:24:38;E_10;Org line B
493;Accepted-In Progress;19.04.2012-11:26:01;E_10;Org line B
493;Accepted-Assigned;19.04.2012-11:26:43;E_10;Org line B
493;Accepted-In Progress;19.04.2012-11:36:32;E_10;Org line B
493;Accepted-Wait;19.04.2012-11:40:48;E_10;Org line B
493;Accepted-Wait - User;19.04.2012-12:07:42;E_10;Org line B
493;Accepted-In Progress;03.05.2012-10:47:16;E_10;Org line B
493;Completed-Resolved;03.05.2012-10:47:19;E_10;Org line B
493;Completed-Closed;03.05.2012-23:19:51;E_10;Org line B
494;Accepted-In Progress;12.04.2012-09:08:15;V3_2;Org line C
494;Accepted-In Progress;12.04.2012-09:08:33;V3_2;Org line C
494;Accepted-In Progress;12.04.2012-09:14:31;V3_2;Org line C
494;Queued-Awaiting Assignment;12.04.2012-09:18:51;V3_2;Org line C
494;Accepted-In Progress;16.04.2012-08:52:53;V3_2;Org line C
494;Accepted-Wait - Customer;04.05.2012-06:23:48;V3_2;Org line C
494;Completed-Resolved;07.05.2012-08:04:01;V3_2;Org line C
494;Completed-Closed;14.05.2012-23:23:26;V3_2;Org line C
495;Accepted-In Progress;12.04.2012-08:37:31;V3_2;Org line C
495;Accepted-In Progress;12.04.2012-08:37:42;V3_2;Org line C
495;Accepted-Wait - User;12.04.2012-09:09:51;V3_2;Org line C
495;Accepted-Wait - User;24.04.2012-09:38:26;V3_2;Org line C
495;Queued-Awaiting Assignment;24.04.2012-09:39:13;V3_2;Org line C
495;Accepted-In Progress;26.04.2012-12:02:19;V3_2;Org line C
495;Accepted-Wait - Implementation;26.04.2012-12:02:27;V3_2;Org line C
495;Queued-Awaiting Assignment;26.04.2012-12:09:16;V3_2;Org line C
495;Accepted-In Progress;26.04.2012-14:05:33;V3_2;Org line C
495;Accepted-Wait;26.04.2012-14:05:40;V3_2;Org line C
495;Queued-Awaiting Assignment;27.04.2012-10:01:44;V3_2;Org line C
495;Accepted-In Progress;27.04.2012-10:33:28;V3_2;Org line C
495;Accepted-Assigned;27.04.2012-10:33:34;V3_2;Org line C
495;Accepted-In Progress;27.04.2012-10:50:37;V3_2;Org line C
495;Accepted-Wait - User;27.04.2012-10:52:50;V3_2;Org line C
495;Queued-Awaiting Assignment;27.04.2012-11:48:44;E_7;Org line C
495;Accepted-In Progress;27.04.2012-12:02:59;E_7;Org line C
495;Accepted-Wait - Implementation;27.04.2012-15:56:05;E_7;Org line C
495;Accepted-In Progress;30.04.2012-10:17:20;E_7;Org line C
495;Accepted-In Progress;30.04.2012-10:17:39;E_7;Org line C
495;Accepted-Wait - Implementation;30.04.2012-10:17:44;E_7;Org line C
495;Accepted-Assigned;30.04.2012-17:16:41;E_7;Org line C
495;Accepted-In Progress;01.05.2012-02:22:04;E_7;Org line C
495;Queued-Awaiting Assignment;01.05.2012-06:37:37;V3_2;Org line C
495;Accepted-In Progress;02.05.2012-08:47:56;V3_2;Org line C
495;Accepted-Assigned;02.05.2012-08:48:01;V3_2;Org line C
495;Accepted-In Progress;02.05.2012-09:00:56;V3_2;Org line C
495;Accepted-Wait - User;02.05.2012-09:28:50;V3_2;Org line C
495;Completed-Resolved;02.05.2012-09:35:03;V3_2;Org line C
495;Completed-Closed;09.05.2012-23:19:19;V3_2;Org line C
496;Accepted-In Progress;12.04.2012-09:56:53;V3_2;Org line C
496;Accepted-In Progress;12.04.2012-10:21:08;V3_2;Org line C
496;Queued-Awaiting Assignment;12.04.2012-10:24:14;V3_2;Org line C
496;Accepted-In Progress;12.04.2012-10:42:06;V3_2;Org line C
496;Accepted-Wait;12.04.2012-10:42:21;V3_2;Org line C
496;Accepted-In Progress;07.05.2012-01:54:12;V3_2;Org line C
496;Queued-Awaiting Assignment;07.05.2012-02:18:05;V3_2;Org line C
496;Accepted-In Progress;07.05.2012-05:30:21;V3_2;Org line C
496;Accepted-Assigned;07.05.2012-05:40:51;V3_2;Org line C
496;Accepted-In Progress;07.05.2012-07:58:00;V3_2;Org line C
496;Accepted-Wait;07.05.2012-07:58:11;V3_2;Org line C
496;Accepted-In Progress;09.05.2012-09:41:57;V3_2;Org line C
496;Completed-Resolved;09.05.2012-09:42:58;V3_2;Org line C
496;Completed-Closed;09.05.2012-23:19:19;V3_2;Org line C
497;Queued-Awaiting Assignment;12.04.2012-21:26:50;V3_2;Org line G2
497;Accepted-In Progress;12.04.2012-23:42:32;V3_2;Org line G2
497;Accepted-In Progress;12.04.2012-23:42:39;V3_2;Org line G2
497;Accepted-Assigned;12.04.2012-23:43:34;V3_2;Org line G2
497;Accepted-In Progress;13.04.2012-13:47:12;V3_2;Org line G2
497;Accepted-Wait;13.04.2012-13:47:23;V3_2;Org line G2
497;Accepted-Wait - User;16.04.2012-19:30:35;V3_2;Org line G2
497;Completed-Resolved;23.04.2012-15:17:09;V3_2;Org line G2
497;Completed-Closed;30.04.2012-23:22:31;V3_2;Org line G2
497;Queued-Awaiting Assignment;03.05.2012-19:58:47;V3_2;Org line G2
497;Accepted-In Progress;04.05.2012-14:08:49;V3_2;Org line G2
497;Accepted-Assigned;04.05.2012-14:08:57;V3_2;Org line G2
497;Accepted-In Progress;04.05.2012-14:28:35;V3_2;Org line G2
497;Accepted-Wait;04.05.2012-14:28:41;V3_2;Org line G2
497;Accepted-Wait - User;04.05.2012-20:23:32;V3_2;Org line G2
497;Accepted-In Progress;07.05.2012-17:07:22;V3_2;Org line G2
497;Completed-Resolved;07.05.2012-17:08:28;V3_2;Org line G2
497;Completed-Closed;07.05.2012-23:20:33;V3_2;Org line G2
498;Accepted-In Progress;12.04.2012-11:47:40;V3_2;Org line C
498;Accepted-In Progress;12.04.2012-11:48:03;V3_2;Org line C
498;Queued-Awaiting Assignment;12.04.2012-12:05:19;E_10;Org line B
498;Accepted-In Progress;12.04.2012-12:06:55;E_10;Org line B
498;Accepted-Assigned;12.04.2012-12:07:18;E_10;Org line B
498;Accepted-In Progress;12.04.2012-12:09:51;E_10;Org line B
498;Accepted-Wait - User;12.04.2012-12:26:18;E_10;Org line B
498;Queued-Awaiting Assignment;12.04.2012-14:37:30;A2_4;Org line A2
498;Accepted-In Progress;12.04.2012-14:42:16;A2_4;Org line A2
498;Accepted-Assigned;12.04.2012-14:42:43;A2_4;Org line A2
498;Accepted-In Progress;20.04.2012-04:18:51;A2_4;Org line A2
498;Accepted-Wait - User;20.04.2012-04:18:59;A2_4;Org line A2
498;Completed-Resolved;08.05.2012-09:08:15;A2_4;Org line A2
498;Completed-Closed;15.05.2012-23:22:03;A2_4;Org line A2
499;Accepted-In Progress;12.04.2012-10:30:11;A2_1;Org line A2
499;Accepted-In Progress;12.04.2012-10:32:01;A2_1;Org line A2
499;Queued-Awaiting Assignment;12.04.2012-10:38:07;A2_1;Org line A2
499;Accepted-In Progress;12.04.2012-10:44:37;A2_1;Org line A2
499;Queued-Awaiting Assignment;12.04.2012-10:48:00;A2_1;Org line A2
499;Queued-Awaiting Assignment;12.04.2012-10:48:01;A2_1;Org line A2
499;Accepted-In Progress;12.04.2012-12:46:55;A2_1;Org line A2
499;Accepted-Wait - User;12.04.2012-12:50:51;A2_1;Org line A2
499;Accepted-Wait - User;15.04.2012-10:33:02;A2_1;Org line A2
499;Accepted-In Progress;07.05.2012-10:05:22;A2_1;Org line A2
499;Completed-Resolved;07.05.2012-10:05:45;A2_1;Org line A2
499;Completed-Closed;07.05.2012-10:05:49;A2_1;Org line A2
500;Accepted-In Progress;12.04.2012-12:56:25;A2_1;Org line C
500;Accepted-In Progress;12.04.2012-12:56:48;A2_1;Org line C
500;Queued-Awaiting Assignment;12.04.2012-13:01:28;Dummy;Org line V11
500;Accepted-In Progress;03.05.2012-08:55:53;Dummy;Org line V11
500;Queued-Awaiting Assignment;03.05.2012-08:56:19;A2_1;Org line C
500;Accepted-In Progress;03.05.2012-09:34:30;A2_1;Org line C
500;Completed-Resolved;03.05.2012-09:35:17;A2_1;Org line C
500;Completed-Closed;03.05.2012-23:19:47;A2_1;Org line C
501;Accepted-In Progress;12.04.2012-13:04:40;V3_2;Org line C
501;Accepted-In Progress;12.04.2012-13:05:11;V3_2;Org line C
501;Queued-Awaiting Assignment;12.04.2012-13:08:14;Dummy;Org line G4
501;Accepted-In Progress;12.04.2012-13:45:18;Dummy;Org line G4
501;Queued-Awaiting Assignment;12.04.2012-13:49:28;V3_2;Org line C
501;Accepted-In Progress;12.04.2012-13:51:34;V3_2;Org line C
501;Accepted-Wait;12.04.2012-13:52:42;V3_2;Org line C
501;Completed-Resolved;12.04.2012-14:11:23;V3_2;Org line C
501;Accepted-In Progress;12.04.2012-14:32:30;V3_2;Org line C
501;Queued-Awaiting Assignment;12.04.2012-14:32:57;V3_2;Org line C
501;Accepted-In Progress;13.04.2012-07:21:42;V3_2;Org line C
501;Accepted-Wait - Implementation;20.04.2012-07:03:57;V3_2;Org line C
501;Queued-Awaiting Assignment;03.05.2012-08:08:26;V3_2;Org line C
501;Accepted-In Progress;03.05.2012-08:08:29;V3_2;Org line C
501;Completed-Resolved;03.05.2012-08:08:39;V3_2;Org line C
501;Completed-Closed;03.05.2012-23:19:47;V3_2;Org line C
502;Accepted-In Progress;12.04.2012-12:42:30;Dummy;Org line C
502;Accepted-In Progress;12.04.2012-12:52:54;Dummy;Org line C
502;Accepted-Assigned;12.04.2012-13:02:15;Dummy;Org line C
502;Accepted-In Progress;16.04.2012-15:08:04;Dummy;Org line C
502;Accepted-Wait - User;16.04.2012-15:14:27;Dummy;Org line C
502;Completed-Resolved;03.05.2012-19:53:28;Dummy;Org line C
502;Completed-Closed;10.05.2012-23:25:01;Dummy;Org line C
503;Queued-Awaiting Assignment;12.04.2012-13:47:29;Dummy;Other
503;Accepted-In Progress;12.04.2012-18:07:16;Dummy;Other
503;Completed-Resolved;10.05.2012-13:07:03;Dummy;Other
503;Completed-Closed;10.05.2012-23:25:00;Dummy;Other
504;Accepted-In Progress;12.04.2012-13:08:40;V3_2;Org line C
504;Accepted-In Progress;12.04.2012-13:13:13;V3_2;Org line C
504;Completed-In Call;12.04.2012-13:16:10;V3_2;Org line C
504;Completed-In Call;17.04.2012-13:03:20;V3_2;Org line C
504;Accepted-In Progress;17.04.2012-13:03:21;V3_2;Org line C
504;Accepted-In Progress;17.04.2012-13:06:45;V3_2;Org line C
504;Queued-Awaiting Assignment;17.04.2012-13:22:15;V3_2;Org line C
504;Accepted-In Progress;17.04.2012-13:22:18;V3_2;Org line C
504;Accepted-Wait - Implementation;17.04.2012-13:23:00;V3_2;Org line C
504;Accepted-Wait - Implementation;19.04.2012-13:16:56;V3_2;Org line C
504;Queued-Awaiting Assignment;19.04.2012-13:22:52;E_7;Org line C
504;Accepted-In Progress;19.04.2012-16:09:56;E_7;Org line C
504;Accepted-Wait;19.04.2012-16:16:37;E_7;Org line C
504;Queued-Awaiting Assignment;23.04.2012-15:33:18;V3_2;Org line C
504;Accepted-In Progress;23.04.2012-16:57:42;V3_2;Org line C
504;Accepted-Assigned;23.04.2012-16:57:57;V3_2;Org line C
504;Accepted-In Progress;23.04.2012-18:51:00;V3_2;Org line C
504;Queued-Awaiting Assignment;23.04.2012-20:58:16;V3_2;Org line B
504;Accepted-In Progress;24.04.2012-13:47:47;V3_2;Org line C
504;Queued-Awaiting Assignment;25.04.2012-15:57:55;A2_2;Org line A2
504;Accepted-In Progress;26.04.2012-04:17:28;A2_2;Org line A2
504;Queued-Awaiting Assignment;26.04.2012-04:30:48;E_1;Org line C
504;Accepted-In Progress;26.04.2012-04:33:05;E_1;Org line C
504;Queued-Awaiting Assignment;26.04.2012-04:35:55;A2_2;Org line A2
504;Accepted-In Progress;26.04.2012-04:42:33;A2_2;Org line A2
504;Accepted-Assigned;26.04.2012-04:42:38;A2_2;Org line A2
504;Accepted-In Progress;26.04.2012-05:03:45;A2_2;Org line A2
504;Accepted-Wait - Implementation;26.04.2012-05:09:27;A2_2;Org line A2
504;Queued-Awaiting Assignment;26.04.2012-07:05:06;A2_2;Org line A2
504;Accepted-In Progress;26.04.2012-09:47:28;A2_2;Org line A2
504;Queued-Awaiting Assignment;26.04.2012-11:30:32;A2_2;Org line A2
504;Queued-Awaiting Assignment;26.04.2012-11:30:33;A2_2;Org line A2
504;Accepted-In Progress;26.04.2012-11:35:09;A2_2;Org line A2
504;Accepted-Assigned;26.04.2012-11:35:22;A2_2;Org line A2
504;Accepted-In Progress;26.04.2012-11:49:14;A2_2;Org line A2
504;Queued-Awaiting Assignment;26.04.2012-11:55:57;V3_2;Org line C
504;Accepted-In Progress;26.04.2012-15:02:42;V3_2;Org line C
504;Accepted-Assigned;26.04.2012-15:04:12;V3_2;Org line C
504;Accepted-In Progress;26.04.2012-15:20:37;V3_2;Org line C
504;Accepted-Assigned;26.04.2012-15:37:38;V3_2;Org line C
504;Accepted-In Progress;27.04.2012-14:48:32;V3_2;Org line C
504;Completed-Resolved;27.04.2012-14:51:52;V3_2;Org line C
504;Accepted-In Progress;02.05.2012-13:07:56;V3_2;Org line C
504;Completed-Resolved;02.05.2012-13:13:23;V3_2;Org line C
504;Accepted-In Progress;02.05.2012-13:31:48;V3_2;Org line C
504;Queued-Awaiting Assignment;02.05.2012-13:35:00;V3_2;Org line C
504;Accepted-In Progress;02.05.2012-14:51:01;V3_2;Org line C
504;Accepted-Wait;02.05.2012-18:14:29;V3_2;Org line C
504;Completed-Resolved;02.05.2012-20:00:04;V3_2;Org line C
504;Completed-Closed;09.05.2012-23:19:18;V3_2;Org line C
505;Accepted-In Progress;12.04.2012-12:44:39;V3_2;Org line C
505;Accepted-In Progress;12.04.2012-12:45:20;V3_2;Org line C
505;Queued-Awaiting Assignment;12.04.2012-15:11:17;V3_2;Org line B
505;Accepted-In Progress;13.04.2012-17:45:55;V3_2;Org line B
505;Accepted-Wait;17.04.2012-14:12:40;V3_2;Org line B
505;Accepted-Wait - User;19.04.2012-15:27:36;V3_2;Org line B
505;Completed-Resolved;03.05.2012-20:24:23;V3_2;Org line B
505;Completed-Closed;03.05.2012-23:19:48;V3_2;Org line B
506;Accepted-In Progress;12.04.2012-13:35:57;E_10;Org line C
506;Accepted-In Progress;12.04.2012-13:36:25;E_10;Org line C
506;Queued-Awaiting Assignment;12.04.2012-13:44:34;E_10;Org line C
506;Accepted-In Progress;12.04.2012-13:48:19;E_10;Org line C
506;Accepted-Assigned;12.04.2012-13:55:46;E_10;Org line C
506;Accepted-In Progress;12.04.2012-14:07:12;E_10;Org line C
506;Queued-Awaiting Assignment;12.04.2012-17:09:29;E_7;Org line C
506;Accepted-In Progress;12.04.2012-17:55:30;E_7;Org line C
506;Queued-Awaiting Assignment;12.04.2012-17:58:43;E_7;Org line C
506;Accepted-In Progress;13.04.2012-06:38:55;E_7;Org line C
506;Accepted-Assigned;13.04.2012-06:40:12;E_7;Org line C
506;Accepted-In Progress;18.04.2012-07:48:38;E_7;Org line C
506;Queued-Awaiting Assignment;18.04.2012-08:14:07;E_10;Org line C
506;Accepted-In Progress;18.04.2012-08:15:33;E_10;Org line C
506;Accepted-Assigned;18.04.2012-08:15:49;E_10;Org line C
506;Accepted-In Progress;18.04.2012-08:21:48;E_10;Org line C
506;Queued-Awaiting Assignment;18.04.2012-10:16:52;E_7;Org line C
506;Accepted-In Progress;18.04.2012-11:14:36;E_7;Org line C
506;Accepted-Assigned;18.04.2012-11:15:10;E_7;Org line C
506;Accepted-In Progress;23.04.2012-09:02:13;E_7;Org line C
506;Queued-Awaiting Assignment;23.04.2012-12:02:56;E_10;Org line C
506;Accepted-In Progress;23.04.2012-12:05:00;E_10;Org line C
506;Accepted-Assigned;23.04.2012-12:05:17;E_10;Org line C
506;Accepted-In Progress;23.04.2012-12:11:51;E_10;Org line C
506;Accepted-Wait - Implementation;23.04.2012-17:28:52;E_10;Org line C
506;Queued-Awaiting Assignment;24.04.2012-10:39:20;E_7;Org line C
506;Accepted-In Progress;24.04.2012-10:52:49;E_7;Org line C
506;Accepted-Assigned;24.04.2012-10:52:59;E_7;Org line C
506;Accepted-In Progress;24.04.2012-12:45:59;E_7;Org line C
506;Queued-Awaiting Assignment;25.04.2012-10:49:50;E_10;Org line C
506;Accepted-In Progress;25.04.2012-10:50:10;E_10;Org line C
506;Accepted-Assigned;25.04.2012-11:02:50;E_10;Org line C
506;Accepted-In Progress;25.04.2012-11:24:37;E_10;Org line C
506;Queued-Awaiting Assignment;25.04.2012-14:27:13;E_10;Org line C
506;Accepted-In Progress;25.04.2012-14:39:07;E_10;Org line C
506;Queued-Awaiting Assignment;25.04.2012-15:46:44;E_10;Org line C
506;Accepted-In Progress;25.04.2012-15:48:02;E_10;Org line C
506;Accepted-Assigned;25.04.2012-15:49:44;E_10;Org line C
506;Accepted-In Progress;25.04.2012-16:13:02;E_10;Org line C
506;Accepted-Wait - Implementation;25.04.2012-16:13:08;E_10;Org line C
506;Queued-Awaiting Assignment;07.05.2012-12:46:25;E_10;Org line C
506;Accepted-In Progress;07.05.2012-12:50:05;E_10;Org line C
506;Accepted-Wait - Implementation;07.05.2012-13:53:55;E_10;Org line C
506;Accepted-In Progress;08.05.2012-14:00:05;E_10;Org line C
506;Completed-Resolved;08.05.2012-14:00:43;E_10;Org line C
506;Completed-Closed;15.05.2012-23:22:03;E_10;Org line C
507;Accepted-In Progress;12.04.2012-14:30:53;Dummy;Org line V7n
507;Accepted-In Progress;12.04.2012-14:32:25;Dummy;Org line V7n
507;Queued-Awaiting Assignment;12.04.2012-14:33:06;Dummy;Org line G4
507;Accepted-In Progress;12.04.2012-14:58:43;Dummy;Org line G4
507;Accepted-Wait - User;19.04.2012-14:13:46;Dummy;Org line G4
507;Queued-Awaiting Assignment;26.04.2012-05:42:46;Dummy;Org line V7n
507;Accepted-In Progress;26.04.2012-07:08:27;Dummy;Org line V7n
507;Accepted-Assigned;26.04.2012-07:09:33;Dummy;Org line V7n
507;Accepted-In Progress;26.04.2012-08:15:09;Dummy;Org line V7n
507;Accepted-Wait - Vendor;26.04.2012-08:15:13;Dummy;Org line V7n
507;Queued-Awaiting Assignment;27.04.2012-12:55:36;Dummy;Org line V7n
507;Queued-Awaiting Assignment;27.04.2012-12:55:37;Dummy;Org line G4
507;Accepted-In Progress;27.04.2012-13:22:12;Dummy;Org line G4
507;Queued-Awaiting Assignment;04.05.2012-08:31:02;Dummy;Org line V7n
507;Accepted-In Progress;04.05.2012-09:56:29;Dummy;Org line V7n
507;Accepted-Assigned;04.05.2012-09:56:34;Dummy;Org line V7n
507;Accepted-In Progress;07.05.2012-09:20:32;Dummy;Org line V7n
507;Completed-Resolved;07.05.2012-09:20:46;Dummy;Org line V7n
507;Completed-Closed;14.05.2012-23:23:26;Dummy;Org line V7n
508;Accepted-In Progress;12.04.2012-14:38:36;A2_4;Org line A2
508;Accepted-In Progress;12.04.2012-14:54:42;A2_4;Org line A2
508;Queued-Awaiting Assignment;12.04.2012-14:56:11;A2_2;Org line A2
508;Accepted-In Progress;12.04.2012-15:00:44;A2_2;Org line A2
508;Queued-Awaiting Assignment;12.04.2012-15:07:23;A2_4;Org line A2
508;Accepted-In Progress;13.04.2012-17:01:30;A2_4;Org line A2
508;Queued-Awaiting Assignment;13.04.2012-17:05:02;A2_2;Org line A2
508;Accepted-In Progress;16.04.2012-04:21:25;A2_2;Org line A2
508;Queued-Awaiting Assignment;16.04.2012-04:44:22;A2_4;Org line A2
508;Accepted-In Progress;19.04.2012-10:24:37;A2_4;Org line A2
508;Accepted-In Progress;19.04.2012-10:24:58;A2_4;Org line A2
508;Accepted-Wait;19.04.2012-10:25:24;A2_4;Org line A2
508;Accepted-In Progress;04.05.2012-08:26:26;A2_4;Org line A2
508;Completed-Resolved;04.05.2012-08:27:00;A2_4;Org line A2
508;Completed-Closed;11.05.2012-23:20:26;A2_4;Org line A2
509;Accepted-In Progress;12.04.2012-14:46:38;V3_2;Org line C
509;Accepted-In Progress;12.04.2012-14:47:47;V3_2;Org line C
509;Accepted-Wait - Implementation;12.04.2012-14:51:29;V3_2;Org line C
509;Completed-Resolved;14.05.2012-13:47:01;V3_2;Org line C
509;Queued-Awaiting Assignment;15.05.2012-06:36:03;V3_2;Org line C
509;Accepted-In Progress;15.05.2012-07:19:51;V3_2;Org line C
509;Accepted-Wait - Implementation;15.05.2012-07:19:55;V3_2;Org line C
509;Completed-Resolved;15.05.2012-07:24:00;V3_2;Org line C
509;Completed-Closed;22.05.2012-23:20:58;V3_2;Org line C
510;Queued-Awaiting Assignment;17.04.2012-09:43:54;Dummy;Other
510;Queued-Awaiting Assignment;17.04.2012-09:55:38;A2_3;Org line A2
510;Accepted-In Progress;17.04.2012-12:16:53;A2_3;Org line A2
510;Accepted-Wait - User;17.04.2012-12:19:32;A2_3;Org line A2
510;Accepted-In Progress;24.04.2012-18:26:00;A2_3;Org line A2
510;Accepted-Wait - User;24.04.2012-18:26:50;A2_3;Org line A2
510;Completed-Resolved;26.04.2012-12:21:44;A2_3;Org line A2
510;Queued-Awaiting Assignment;02.05.2012-13:01:08;A2_3;Org line A2
510;Accepted-In Progress;02.05.2012-17:04:24;A2_3;Org line A2
510;Completed-Resolved;02.05.2012-17:05:25;A2_3;Org line A2
510;Completed-Closed;03.05.2012-08:15:14;A2_3;Org line A2
511;Accepted-In Progress;12.04.2012-19:45:35;A2_2;Org line A2
511;Accepted-In Progress;12.04.2012-19:45:57;A2_2;Org line A2
511;Queued-Awaiting Assignment;12.04.2012-19:47:39;E_6;Org line B
511;Accepted-In Progress;12.04.2012-19:57:00;E_6;Org line B
511;Accepted-Assigned;12.04.2012-19:57:14;E_6;Org line B
511;Accepted-In Progress;12.04.2012-20:09:18;E_6;Org line B
511;Queued-Awaiting Assignment;12.04.2012-20:09:45;A2_2;Org line A2
511;Accepted-In Progress;12.04.2012-20:27:54;A2_2;Org line A2
511;Accepted-Assigned;12.04.2012-20:27:59;A2_2;Org line A2
511;Accepted-In Progress;12.04.2012-20:28:47;A2_2;Org line A2
511;Accepted-Wait - User;12.04.2012-20:37:32;A2_2;Org line A2
511;Accepted-Wait - Vendor;13.04.2012-16:30:18;A2_2;Org line A2
511;Queued-Awaiting Assignment;16.04.2012-14:17:50;E_6;Org line B
511;Accepted-In Progress;16.04.2012-14:26:16;E_6;Org line B
511;Accepted-Assigned;16.04.2012-14:28:22;E_6;Org line B
511;Accepted-In Progress;16.04.2012-16:46:06;E_6;Org line B
511;Queued-Awaiting Assignment;16.04.2012-18:03:15;A2_2;Org line A2
511;Accepted-In Progress;16.04.2012-18:07:26;A2_2;Org line A2
511;Accepted-Assigned;16.04.2012-18:07:31;A2_2;Org line A2
511;Accepted-In Progress;17.04.2012-11:58:07;A2_2;Org line A2
511;Accepted-Wait - Vendor;17.04.2012-11:58:17;A2_2;Org line A2
511;Completed-Resolved;18.04.2012-16:28:06;A2_2;Org line A2
511;Completed-Closed;18.04.2012-23:10:42;A2_2;Org line A2
511;Accepted-In Progress;23.04.2012-16:23:03;A2_2;Org line A2
511;Accepted-In Progress;23.04.2012-18:12:19;A2_2;Org line A2
511;Accepted-In Progress;23.04.2012-18:13:07;A2_2;Org line A2
511;Completed-Resolved;23.04.2012-19:16:23;A2_2;Org line A2
511;Completed-Closed;23.04.2012-23:18:51;A2_2;Org line A2
511;Completed-Closed;04.05.2012-13:39:29;A2_2;Org line A2
511;Accepted-In Progress;04.05.2012-13:39:30;A2_2;Org line A2
511;Completed-Resolved;04.05.2012-17:01:01;A2_2;Org line A2
511;Completed-Closed;11.05.2012-23:20:25;A2_2;Org line A2
512;Accepted-In Progress;12.04.2012-19:35:15;V3_2;Org line C
512;Accepted-In Progress;12.04.2012-19:35:26;V3_2;Org line C
512;Queued-Awaiting Assignment;12.04.2012-19:45:03;V3_2;Org line C
512;Accepted-In Progress;13.04.2012-16:53:56;V3_2;Org line C
512;Queued-Awaiting Assignment;13.04.2012-16:54:18;A2_5;Org line A2
512;Accepted-In Progress;13.04.2012-17:55:45;A2_5;Org line A2
512;Accepted-Wait - User;13.04.2012-17:55:54;A2_5;Org line A2
512;Completed-Resolved;04.05.2012-15:43:24;A2_5;Org line A2
512;Completed-Closed;11.05.2012-23:20:25;A2_5;Org line A2
513;Accepted-In Progress;13.04.2012-01:17:39;V3_2;Org line C
513;Accepted-In Progress;13.04.2012-01:19:57;V3_2;Org line C
513;Accepted-Wait;13.04.2012-01:21:51;V3_2;Org line C
513;Accepted-In Progress;13.04.2012-01:30:59;V3_2;Org line C
513;Accepted-Wait - User;13.04.2012-01:39:07;V3_2;Org line C
513;Accepted-In Progress;17.04.2012-08:26:40;V3_2;Org line C
513;Queued-Awaiting Assignment;17.04.2012-08:27:02;Dummy;Org line C
513;Accepted-In Progress;08.05.2012-08:04:42;Dummy;Org line C
513;Completed-Resolved;08.05.2012-10:15:26;Dummy;Org line C
513;Completed-Closed;15.05.2012-23:22:02;Dummy;Org line C
514;Accepted-In Progress;12.04.2012-23:58:12;V3_2;Org line C
514;Accepted-In Progress;12.04.2012-23:58:43;V3_2;Org line C
514;Queued-Awaiting Assignment;13.04.2012-00:01:20;E_7;Org line C
514;Accepted-In Progress;13.04.2012-00:15:06;E_7;Org line C
514;Accepted-Wait - User;17.04.2012-08:30:29;E_7;Org line C
514;Queued-Awaiting Assignment;17.04.2012-14:54:17;E_5;Org line C
514;Queued-Awaiting Assignment;17.04.2012-14:54:18;E_5;Org line C
514;Accepted-In Progress;17.04.2012-15:10:29;E_5;Org line C
514;Accepted-Wait - User;17.04.2012-15:15:25;E_5;Org line C
514;Queued-Awaiting Assignment;17.04.2012-16:04:28;E_10;Org line C
514;Accepted-In Progress;18.04.2012-07:02:48;E_10;Org line C
514;Queued-Awaiting Assignment;18.04.2012-07:06:04;E_7;Org line C
514;Accepted-In Progress;18.04.2012-07:06:48;E_7;Org line C
514;Queued-Awaiting Assignment;18.04.2012-08:12:51;E_10;Org line C
514;Accepted-In Progress;18.04.2012-08:23:49;E_10;Org line C
514;Accepted-Wait;18.04.2012-13:16:02;E_10;Org line C
514;Queued-Awaiting Assignment;19.04.2012-07:30:39;V3_2;Org line C
514;Accepted-In Progress;20.04.2012-04:52:38;V3_2;Org line C
514;Accepted-Wait;20.04.2012-04:52:44;V3_2;Org line C
514;Accepted-In Progress;24.04.2012-05:20:22;V3_2;Org line C
514;Accepted-Wait - User;24.04.2012-05:26:50;V3_2;Org line C
514;Accepted-Assigned;01.05.2012-05:57:30;V3_2;Org line C
514;Accepted-In Progress;01.05.2012-05:57:35;V3_2;Org line C
514;Completed-Resolved;01.05.2012-05:58:05;V3_2;Org line C
514;Completed-Closed;01.05.2012-05:58:08;V3_2;Org line C
515;Accepted-In Progress;13.04.2012-00:08:24;V3_2;Org line C
515;Accepted-In Progress;13.04.2012-00:09:11;V3_2;Org line C
515;Completed-In Call;13.04.2012-00:31:37;V3_2;Org line C
